Airline,Source,Destination,Duration,Total stops,Price,Date
Lufthansa,NYC,PAR,12h 35m ,1 stop ,"1,790 NIS ",01/03/2023
Air Canada,NYC,PAR,11h 31m ,1 stop ,"1,876 NIS ",01/03/2023
"Air Transat, Air Canada",NYC,PAR,16h 21m ,1 stop ,"1,421 NIS ",01/03/2023
TAP AIR PORTUGAL,NYC,PAR,17h 10m ,1 stop ,"1,423 NIS ",01/03/2023
TAP AIR PORTUGAL,NYC,PAR,20h 10m ,1 stop ,"1,423 NIS ",01/03/2023
"Air Europa, Finnair",NYC,PAR,15h 20m ,1 stop ,"1,564 NIS ",01/03/2023
Iberia,NYC,PAR,14h 00m ,1 stop ,"1,582 NIS ",01/03/2023
Iberia,NYC,PAR,15h 10m ,1 stop ,"1,589 NIS ",01/03/2023
Iberia,NYC,PAR,16h 05m ,1 stop ,"1,589 NIS ",01/03/2023
Iberia,NYC,PAR,17h 55m ,1 stop ,"1,591 NIS ",01/03/2023
Iberia,NYC,PAR,18h 25m ,1 stop ,"1,591 NIS ",01/03/2023
"Vueling, Lufthansa",NYC,PAR,13h 10m ,1 stop ,"1,666 NIS ",01/03/2023
Aer Lingus,NYC,PAR,15h 10m ,1 stop ,"1,675 NIS ",01/03/2023
Turkish Airlines,NYC,PAR,17h 35m ,1 stop ,"1,689 NIS ",01/03/2023
"Air France, Lufthansa",NYC,PAR,13h 00m ,1 stop ,"1,744 NIS ",01/03/2023
"Vueling, Air France",NYC,PAR,14h 15m ,1 stop ,"1,832 NIS ",01/03/2023
Air France,NYC,PAR,14h 05m ,1 stop ,"1,914 NIS ",01/03/2023
Air Canada,NYC,PAR,12h 09m ,1 stop ,"1,928 NIS ",01/03/2023
Air Canada,NYC,PAR,13h 19m ,1 stop ,"1,928 NIS ",01/03/2023
"Ryanair, TAP AIR PORTUGAL",NYC,PAR,16h 20m ,1 stop ,"1,997 NIS ",01/03/2023
Air Canada,NYC,PAR,14h 36m ,1 stop ,"1,998 NIS ",01/03/2023
Air Canada,NYC,PAR,12h 09m ,1 stop ,"2,026 NIS ",01/03/2023
"Vueling, TAP AIR PORTUGAL",NYC,PAR,14h 30m ,1 stop ,"2,071 NIS ",01/03/2023
British Airways,NYC,PAR,12h 20m ,1 stop ,"2,154 NIS ",01/03/2023
British Airways,NYC,PAR,12h 25m ,1 stop ,"2,175 NIS ",01/03/2023
British Airways,NYC,PAR,12h 40m ,1 stop ,"2,175 NIS ",01/03/2023
British Airways,NYC,PAR,12h 40m ,1 stop ,"2,271 NIS ",01/03/2023
KLM,NYC,PAR,12h 45m ,1 stop ,"2,531 NIS ",01/03/2023
United Airlines,NYC,PAR,8h 20m ,nonstop ,"5,773 NIS ",01/03/2023
"Ryanair, TAP AIR PORTUGAL",NYC,PAR,19h 10m ,2 stops ,"1,210 NIS ",01/03/2023
"Vueling, TAP AIR PORTUGAL",NYC,PAR,17h 30m ,2 stops ,"1,275 NIS ",01/03/2023
"Vueling, TAP AIR PORTUGAL",NYC,PAR,17h 20m ,2 stops ,"1,352 NIS ",01/03/2023
Multiple Airlines,NYC,PAR,19h 40m ,2 stops ,"1,555 NIS ",01/03/2023
Multiple Airlines,NYC,PAR,18h 25m ,2 stops ,"1,616 NIS ",01/03/2023
"Vueling, Iberia",NYC,PAR,18h 25m ,2 stops ,"1,625 NIS ",01/03/2023
Multiple Airlines,NYC,PAR,16h 21m ,2 stops ,"1,656 NIS ",01/03/2023
Multiple Airlines,NYC,PAR,17h 51m ,2 stops ,"1,664 NIS ",01/03/2023
"Vueling, Finnair",NYC,PAR,12h 55m ,1 stop ,"2,213 NIS ",01/03/2023
LOT,NYC,PAR,15h 45m ,1 stop ,"3,941 NIS ",01/03/2023
LOT,NYC,PAR,19h 25m ,1 stop ,"3,941 NIS ",01/03/2023
Qatar Airways,NYC,PAR,22h 10m ,1 stop ,"4,012 NIS ",01/03/2023
Lufthansa,NYC,PAR,12h 30m ,1 stop ,"4,550 NIS ",01/03/2023
Lufthansa,NYC,PAR,12h 35m ,1 stop ,"4,550 NIS ",01/03/2023
Lufthansa,NYC,PAR,10h 55m ,1 stop ,"4,553 NIS ",01/03/2023
Lufthansa,NYC,PAR,11h 15m ,1 stop ,"4,553 NIS ",01/03/2023
Lufthansa,NYC,PAR,11h 55m ,1 stop ,"4,553 NIS ",01/03/2023
Lufthansa,NYC,PAR,12h 15m ,1 stop ,"4,553 NIS ",01/03/2023
Lufthansa,NYC,PAR,13h 30m ,1 stop ,"4,553 NIS ",01/03/2023
Multiple Airlines,NYC,PAR,34h 55m ,2 stops ,"1,603 NIS ",01/03/2023
Multiple Airlines,NYC,PAR,17h 36m ,2 stops ,"1,976 NIS ",01/03/2023
"Icelandair, JetBlue",NYC,PAR,14h 31m ,2 stops ,"2,931 NIS ",01/03/2023
Air Canada,NYC,PAR,14h 24m ,1 stop ,"5,564 NIS ",01/03/2023
Air Canada,NYC,PAR,12h 30m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,12h 41m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,13h 21m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,14h 16m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,14h 30m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 26m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,17h 01m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,17h 05m ,1 stop ,"5,586 NIS ",01/03/2023
Air Canada,NYC,PAR,13h 44m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,14h 54m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,14h 54m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 59m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 59m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 59m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,16h 11m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,16h 11m ,2 stops ,"5,607 NIS ",01/03/2023
Air Canada,NYC,PAR,16h 11m ,2 stops ,"5,607 NIS ",01/03/2023
Lufthansa,NYC,PAR,13h 45m ,1 stop ,"5,609 NIS ",01/03/2023
Lufthansa,NYC,PAR,15h 30m ,1 stop ,"5,609 NIS ",01/03/2023
Lufthansa,NYC,PAR,15h 55m ,1 stop ,"5,609 NIS ",01/03/2023
SWISS,NYC,PAR,14h 40m ,1 stop ,"5,612 NIS ",01/03/2023
SWISS,NYC,PAR,16h 30m ,1 stop ,"5,612 NIS ",01/03/2023
SWISS,NYC,PAR,19h 00m ,1 stop ,"5,612 NIS ",01/03/2023
Lufthansa,NYC,PAR,16h 00m ,1 stop ,"5,637 NIS ",01/03/2023
Austrian Airlines,NYC,PAR,13h 20m ,1 stop ,"5,641 NIS ",01/03/2023
Lufthansa,NYC,PAR,20h 45m ,1 stop ,"5,705 NIS ",01/03/2023
United Airlines,NYC,PAR,10h 45m ,1 stop ,"5,730 NIS ",01/03/2023
United Airlines,NYC,PAR,11h 15m ,1 stop ,"5,736 NIS ",01/03/2023
United Airlines,NYC,PAR,12h 15m ,1 stop ,"5,736 NIS ",01/03/2023
United Airlines,NYC,PAR,15h 15m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,15h 38m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,15h 45m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,16h 03m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,16h 08m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,16h 33m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,16h 49m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,17h 19m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,17h 19m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,17h 49m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,18h 15m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,18h 38m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,18h 46m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,19h 03m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,19h 16m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,20h 19m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,20h 19m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,20h 49m ,2 stops ,"5,751 NIS ",01/03/2023
United Airlines,NYC,PAR,15h 04m ,2 stops ,"5,757 NIS ",01/03/2023
United Airlines,NYC,PAR,18h 14m ,2 stops ,"5,757 NIS ",01/03/2023
United Airlines,NYC,PAR,10h 54m ,1 stop ,"5,777 NIS ",01/03/2023
United Airlines,NYC,PAR,17h 18m ,2 stops ,"5,794 NIS ",01/03/2023
"Lufthansa, United Airlines",NYC,PAR,16h 20m ,2 stops ,"5,796 NIS ",01/03/2023
Air Canada,NYC,PAR,13h 51m ,2 stops ,"5,798 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 26m ,2 stops ,"5,798 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 26m ,2 stops ,"5,798 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 26m ,2 stops ,"5,798 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 30m ,2 stops ,"5,798 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 30m ,2 stops ,"5,798 NIS ",01/03/2023
Air Canada,NYC,PAR,15h 30m ,2 stops ,"5,798 NIS ",01/03/2023
Austrian Airlines,NYC,PAR,18h 15m ,2 stops ,"5,827 NIS ",01/03/2023
Austrian Airlines,NYC,PAR,20h 15m ,2 stops ,"5,827 NIS ",01/03/2023
SWISS,NYC,PAR,15h 30m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,17h 30m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,17h 30m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,18h 00m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,18h 00m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,20h 00m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,20h 00m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,20h 00m ,2 stops ,"5,839 NIS ",01/03/2023
SWISS,NYC,PAR,13h 15m ,2 stops ,"5,879 NIS ",01/03/2023
SWISS,NYC,PAR,11h 15m ,1 stop ,"5,901 NIS ",01/03/2023
SWISS,NYC,PAR,15h 25m ,2 stops ,"6,027 NIS ",01/03/2023
Air Europa,NYC,PAR,22h 40m ,1 stop ,"6,466 NIS ",01/03/2023
La Compagnie,NYC,PAR,8h 30m ,nonstop ,"8,953 NIS ",01/03/2023
Delta,NYC,PAR,11h 05m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,11h 30m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,12h 00m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,12h 20m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,13h 45m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,13h 45m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,14h 40m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,15h 10m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,16h 00m ,1 stop ,"9,975 NIS ",01/03/2023
Delta,NYC,PAR,16h 25m ,1 stop ,"9,975 NIS ",01/03/2023
British Airways,NYC,PAR,10h 20m ,1 stop ,"9,994 NIS ",01/03/2023
British Airways,NYC,PAR,10h 55m ,1 stop ,"9,994 NIS ",01/03/2023
British Airways,NYC,PAR,11h 30m ,1 stop ,"9,994 NIS ",01/03/2023
American Airlines,NYC,PAR,13h 35m ,1 stop ,"10,000 NIS ",01/03/2023
Delta,NYC,PAR,8h 35m ,nonstop ,"10,008 NIS ",01/03/2023
Delta,NYC,PAR,8h 40m ,nonstop ,"10,008 NIS ",01/03/2023
Delta,NYC,PAR,8h 40m ,nonstop ,"10,008 NIS ",01/03/2023
Delta,NYC,PAR,8h 40m ,nonstop ,"10,008 NIS ",01/03/2023
Delta,NYC,PAR,8h 45m ,nonstop ,"10,008 NIS ",01/03/2023
Delta,NYC,PAR,8h 45m ,nonstop ,"10,008 NIS ",01/03/2023
American Airlines,NYC,PAR,10h 50m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,11h 20m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,11h 25m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,11h 40m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,12h 20m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,12h 40m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,13h 10m ,1 stop ,"10,015 NIS ",01/03/2023
American Airlines,NYC,PAR,13h 50m ,1 stop ,"10,015 NIS ",01/03/2023
KLM,NYC,PAR,13h 45m ,1 stop ,"10,020 NIS ",01/03/2023
KLM,NYC,PAR,17h 25m ,1 stop ,"10,020 NIS ",01/03/2023
KLM,NYC,PAR,18h 20m ,1 stop ,"10,020 NIS ",01/03/2023
American Airlines,NYC,PAR,14h 00m ,1 stop ,"10,022 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 55m ,1 stop ,"10,022 NIS ",01/03/2023
American Airlines,NYC,PAR,21h 10m ,1 stop ,"10,022 NIS ",01/03/2023
Delta,NYC,PAR,11h 11m ,1 stop ,"10,029 NIS ",01/03/2023
Delta,NYC,PAR,11h 19m ,1 stop ,"10,029 NIS ",01/03/2023
Delta,NYC,PAR,12h 08m ,1 stop ,"10,029 NIS ",01/03/2023
Delta,NYC,PAR,14h 07m ,1 stop ,"10,029 NIS ",01/03/2023
"Iberia, Finnair",NYC,PAR,15h 10m ,1 stop ,"10,031 NIS ",01/03/2023
"Iberia, Finnair",NYC,PAR,16h 05m ,1 stop ,"10,031 NIS ",01/03/2023
Iberia,NYC,PAR,21h 10m ,1 stop ,"10,031 NIS ",01/03/2023
Iberia,NYC,PAR,17h 20m ,1 stop ,"10,036 NIS ",01/03/2023
Iberia,NYC,PAR,20h 35m ,1 stop ,"10,036 NIS ",01/03/2023
American Airlines,NYC,PAR,13h 50m ,1 stop ,"10,037 NIS ",01/03/2023
American Airlines,NYC,PAR,14h 25m ,1 stop ,"10,037 NIS ",01/03/2023
American Airlines,NYC,PAR,15h 00m ,1 stop ,"10,037 NIS ",01/03/2023
American Airlines,NYC,PAR,15h 20m ,1 stop ,"10,037 NIS ",01/03/2023
British Airways,NYC,PAR,10h 50m ,1 stop ,"10,045 NIS ",01/03/2023
British Airways,NYC,PAR,11h 25m ,1 stop ,"10,045 NIS ",01/03/2023
British Airways,NYC,PAR,13h 50m ,1 stop ,"10,045 NIS ",01/03/2023
American Airlines,NYC,PAR,15h 10m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,16h 13m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,16h 13m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,16h 14m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,16h 50m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 15m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 15m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 16m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 16m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 20m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 24m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 47m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,17h 59m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,18h 00m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,18h 03m ,2 stops ,"10,058 NIS ",01/03/2023
American Airlines,NYC,PAR,18h 31m ,2 stops ,"10,058 NIS ",01/03/2023
Air France,NYC,PAR,11h 55m ,1 stop ,"10,191 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,12h 55m ,1 stop ,"10,209 NIS ",01/03/2023
Air France,NYC,PAR,10h 40m ,1 stop ,"10,218 NIS ",01/03/2023
Air France,NYC,PAR,11h 40m ,1 stop ,"10,224 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,11h 35m ,1 stop ,"10,227 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,11h 50m ,1 stop ,"10,227 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,14h 00m ,1 stop ,"10,227 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,14h 00m ,1 stop ,"10,227 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,14h 35m ,1 stop ,"10,227 NIS ",01/03/2023
Virgin Atlantic,NYC,PAR,15h 05m ,1 stop ,"10,227 NIS ",01/03/2023
Air France,NYC,PAR,13h 05m ,1 stop ,"10,241 NIS ",01/03/2023
KLM,NYC,PAR,15h 02m ,1 stop ,"10,473 NIS ",01/03/2023
Delta,NYC,PAR,13h 18m ,1 stop ,"10,488 NIS ",01/03/2023
Delta,NYC,PAR,13h 45m ,1 stop ,"11,402 NIS ",01/03/2023
Delta,NYC,PAR,14h 25m ,1 stop ,"11,402 NIS ",01/03/2023
Delta,NYC,PAR,15h 03m ,1 stop ,"11,402 NIS ",01/03/2023
Delta,NYC,PAR,16h 10m ,1 stop ,"11,402 NIS ",01/03/2023
"Finnair, American Airlines",NYC,PAR,15h 44m ,1 stop ,"11,444 NIS ",01/03/2023
Finnair,NYC,PAR,16h 35m ,1 stop ,"11,444 NIS ",01/03/2023
American Airlines,NYC,PAR,18h 10m ,2 stops ,"11,458 NIS ",01/03/2023
American Airlines,NYC,PAR,18h 10m ,2 stops ,"11,458 NIS ",01/03/2023
"SNCF, KLM",NYC,PAR,26h 06m ,2 stops ,"11,802 NIS ",01/03/2023
Delta,NYC,PAR,14h 01m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 15m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 18m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 24m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 41m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 42m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 51m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,14h 58m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,15h 23m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,15h 31m ,1 stop ,"11,857 NIS ",01/03/2023
Delta,NYC,PAR,15h 58m ,1 stop ,"11,857 NIS ",01/03/2023
"Finnair, American Airlines",NYC,PAR,14h 49m ,1 stop ,"11,900 NIS ",01/03/2023
"Finnair, American Airlines",NYC,PAR,15h 19m ,1 stop ,"11,900 NIS ",01/03/2023
"Finnair, American Airlines",NYC,PAR,15h 23m ,1 stop ,"11,900 NIS ",01/03/2023
"Finnair, American Airlines",NYC,PAR,15h 43m ,1 stop ,"11,900 NIS ",01/03/2023
Finnair,NYC,PAR,15h 53m ,1 stop ,"11,900 NIS ",01/03/2023
Finnair,NYC,PAR,17h 25m ,1 stop ,"11,900 NIS ",01/03/2023
Finnair,NYC,PAR,17h 55m ,1 stop ,"11,900 NIS ",01/03/2023
Finnair,NYC,PAR,13h 55m ,1 stop ,"12,285 NIS ",01/03/2023
Finnair,NYC,PAR,17h 10m ,1 stop ,"12,285 NIS ",01/03/2023
Etihad Airways,NYC,PAR,31h 45m ,1 stop ,"17,596 NIS ",01/03/2023
Aeromexico,NYC,PAR,20h 00m ,1 stop ,"21,934 NIS ",01/03/2023
Cathay Pacific,NYC,PAR,36h 50m ,1 stop ,"32,269 NIS ",01/03/2023
TAP AIR PORTUGAL,NYC,PAR,15h 00m ,1 stop ,"1,279 NIS ",02/03/2023
Iberia,NYC,PAR,8h 40m ,nonstop ,"1,535 NIS ",02/03/2023
"Air Transat, Air Canada",NYC,PAR,11h 39m ,1 stop ,"1,206 NIS ",02/03/2023
Brussels Airlines,NYC,PAR,8h 20m ,nonstop ,"1,625 NIS ",02/03/2023
Air France,NYC,PAR,8h 40m ,nonstop ,"1,675 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,15h 00m ,1 stop ,"1,279 NIS ",02/03/2023
"Air Transat, Air Canada",NYC,PAR,11h 51m ,1 stop ,"1,281 NIS ",02/03/2023
"Air Transat, Air Canada",NYC,PAR,15h 04m ,1 stop ,"1,374 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,12h 50m ,1 stop ,"1,409 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,13h 30m ,1 stop ,"1,409 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,14h 50m ,1 stop ,"1,409 NIS ",02/03/2023
Icelandair,NYC,PAR,11h 00m ,1 stop ,"1,433 NIS ",02/03/2023
Icelandair,NYC,PAR,11h 00m ,1 stop ,"1,433 NIS ",02/03/2023
Brussels Airlines,NYC,PAR,10h 40m ,1 stop ,"1,490 NIS ",02/03/2023
Brussels Airlines,NYC,PAR,10h 45m ,1 stop ,"1,490 NIS ",02/03/2023
SWISS,NYC,PAR,11h 20m ,1 stop ,"1,492 NIS ",02/03/2023
SWISS,NYC,PAR,11h 35m ,1 stop ,"1,492 NIS ",02/03/2023
SWISS,NYC,PAR,12h 10m ,1 stop ,"1,492 NIS ",02/03/2023
"Iberia Express, Finnair",NYC,PAR,13h 05m ,1 stop ,"1,499 NIS ",02/03/2023
Iberia,NYC,PAR,13h 00m ,1 stop ,"1,534 NIS ",02/03/2023
KLM,NYC,PAR,11h 00m ,1 stop ,"1,549 NIS ",02/03/2023
KLM,NYC,PAR,11h 05m ,1 stop ,"1,549 NIS ",02/03/2023
KLM,NYC,PAR,11h 30m ,1 stop ,"1,549 NIS ",02/03/2023
KLM,NYC,PAR,12h 20m ,1 stop ,"1,549 NIS ",02/03/2023
Iberia,NYC,PAR,13h 35m ,1 stop ,"1,579 NIS ",02/03/2023
SWISS,NYC,PAR,12h 15m ,1 stop ,"1,644 NIS ",02/03/2023
Lufthansa,NYC,PAR,11h 00m ,1 stop ,"1,740 NIS ",02/03/2023
Lufthansa,NYC,PAR,12h 35m ,1 stop ,"1,790 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,18h 00m ,1 stop ,"1,279 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,19h 20m ,1 stop ,"1,279 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,17h 10m ,1 stop ,"1,505 NIS ",02/03/2023
TAP AIR PORTUGAL,NYC,PAR,20h 10m ,1 stop ,"1,505 NIS ",02/03/2023
"Air Europa, Finnair",NYC,PAR,15h 20m ,1 stop ,"1,564 NIS ",02/03/2023
"Air Caraïbes, Alaska Airlines",NYC,PAR,20h 05m ,1 stop ,"1,570 NIS ",02/03/2023
Iberia,NYC,PAR,15h 10m ,1 stop ,"1,579 NIS ",02/03/2023
Iberia,NYC,PAR,17h 55m ,1 stop ,"1,582 NIS ",02/03/2023
"Air Caraïbes, Alaska Airlines",NYC,PAR,19h 10m ,1 stop ,"1,613 NIS ",02/03/2023
"Vueling, Lufthansa",NYC,PAR,13h 10m ,1 stop ,"1,625 NIS ",02/03/2023
"Iberia, Finnair",NYC,PAR,15h 10m ,1 stop ,"1,626 NIS ",02/03/2023
"Air Europa, Iberia",NYC,PAR,15h 20m ,1 stop ,"1,629 NIS ",02/03/2023
