Airline,Source,Destination,Duration,Total stops,Price,Date
"Turkish Airlines, TAP AIR PORTUGAL",FCO,NYC,23h 25m ,2 stops ,"2,829 NIS ",03/03/2023
"Air Arabia, Turkish Airlines",FCO,NYC,19h 50m ,2 stops ,"2,888 NIS ",03/03/2023
Emirates,FCO,NYC,23h 05m ,2 stops ,"2,996 NIS ",03/03/2023
Emirates,FCO,NYC,25h 25m ,2 stops ,"2,996 NIS ",03/03/2023
Air France,FCO,NYC,24h 21m ,2 stops ,"3,123 NIS ",03/03/2023
Air France,FCO,NYC,25h 18m ,2 stops ,"3,123 NIS ",03/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,21h 20m ,2 stops ,"3,219 NIS ",03/03/2023
Air France,FCO,NYC,21h 30m ,2 stops ,"3,269 NIS ",03/03/2023
"Etihad Airways, Air France",FCO,NYC,20h 15m ,2 stops ,"3,300 NIS ",03/03/2023
Air France,FCO,NYC,25h 25m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,25h 25m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,25h 25m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,25h 25m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,25h 25m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,25h 25m ,2 stops ,"3,208 NIS ",03/03/2023
Air France,FCO,NYC,23h 38m ,2 stops ,"3,219 NIS ",03/03/2023
Air France,FCO,NYC,23h 55m ,2 stops ,"3,269 NIS ",03/03/2023
Air France,FCO,NYC,25h 00m ,2 stops ,"3,269 NIS ",03/03/2023
Air France,FCO,NYC,25h 00m ,2 stops ,"3,269 NIS ",03/03/2023
Air France,FCO,NYC,27h 45m ,2 stops ,"3,269 NIS ",03/03/2023
Air France,FCO,NYC,27h 45m ,2 stops ,"3,269 NIS ",03/03/2023
"Gulf Air, Air France",FCO,NYC,20h 55m ,2 stops ,"3,427 NIS ",03/03/2023
Air Canada,FCO,NYC,22h 16m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,23h 11m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,24h 10m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,24h 21m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,25h 01m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,25h 56m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,26h 10m ,2 stops ,"3,435 NIS ",03/03/2023
Air Canada,FCO,NYC,27h 06m ,2 stops ,"3,435 NIS ",03/03/2023
Emirates,FCO,NYC,21h 07m ,2 stops ,"3,436 NIS ",03/03/2023
Emirates,FCO,NYC,22h 48m ,2 stops ,"3,436 NIS ",03/03/2023
Emirates,FCO,NYC,22h 49m ,2 stops ,"3,436 NIS ",03/03/2023
Emirates,FCO,NYC,23h 11m ,2 stops ,"3,436 NIS ",03/03/2023
SWISS,FCO,NYC,19h 10m ,2 stops ,"3,563 NIS ",03/03/2023
SWISS,FCO,NYC,22h 15m ,2 stops ,"3,563 NIS ",03/03/2023
SWISS,FCO,NYC,22h 15m ,2 stops ,"3,563 NIS ",03/03/2023
SWISS,FCO,NYC,22h 15m ,2 stops ,"3,563 NIS ",03/03/2023
Qatar Airways,FCO,NYC,22h 04m ,2 stops ,"3,586 NIS ",03/03/2023
Qatar Airways,FCO,NYC,25h 54m ,2 stops ,"3,586 NIS ",03/03/2023
"Qatar Airways, JetBlue",FCO,NYC,21h 09m ,2 stops ,"3,608 NIS ",03/03/2023
"Qatar Airways, JetBlue",FCO,NYC,22h 10m ,2 stops ,"3,608 NIS ",03/03/2023
Qatar Airways,FCO,NYC,21h 18m ,2 stops ,"3,683 NIS ",03/03/2023
Qatar Airways,FCO,NYC,22h 20m ,2 stops ,"3,683 NIS ",03/03/2023
Qatar Airways,FCO,NYC,22h 21m ,2 stops ,"3,683 NIS ",03/03/2023
Qatar Airways,FCO,NYC,25h 31m ,2 stops ,"3,683 NIS ",03/03/2023
SWISS,FCO,NYC,26h 35m ,2 stops ,"3,698 NIS ",03/03/2023
SWISS,FCO,NYC,26h 35m ,2 stops ,"3,698 NIS ",03/03/2023
SWISS,FCO,NYC,26h 35m ,2 stops ,"3,698 NIS ",03/03/2023
SWISS,FCO,NYC,26h 35m ,2 stops ,"3,698 NIS ",03/03/2023
SWISS,FCO,NYC,26h 35m ,2 stops ,"3,698 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,21h 14m ,2 stops ,"3,708 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,21h 26m ,2 stops ,"3,708 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,23h 09m ,2 stops ,"3,708 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,23h 21m ,2 stops ,"3,708 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,25h 24m ,2 stops ,"3,708 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,26h 34m ,2 stops ,"3,708 NIS ",03/03/2023
"Lufthansa, Air Canada",FCO,NYC,27h 51m ,2 stops ,"3,708 NIS ",03/03/2023
Lufthansa,FCO,NYC,21h 50m ,2 stops ,"3,722 NIS ",03/03/2023
Lufthansa,FCO,NYC,21h 50m ,2 stops ,"3,722 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 15m ,2 stops ,"3,722 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 15m ,2 stops ,"3,722 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 15m ,2 stops ,"3,722 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 15m ,2 stops ,"3,722 NIS ",03/03/2023
Lufthansa,FCO,NYC,19h 50m ,2 stops ,"3,734 NIS ",03/03/2023
SWISS,FCO,NYC,20h 50m ,2 stops ,"3,737 NIS ",03/03/2023
"Lufthansa, United Airlines",FCO,NYC,22h 49m ,2 stops ,"3,741 NIS ",03/03/2023
"Lufthansa, United Airlines",FCO,NYC,23h 10m ,2 stops ,"3,741 NIS ",03/03/2023
"Lufthansa, United Airlines",FCO,NYC,23h 20m ,2 stops ,"3,741 NIS ",03/03/2023
Lufthansa,FCO,NYC,19h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,21h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,21h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,21h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,25h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,27h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,27h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,27h 35m ,2 stops ,"3,822 NIS ",03/03/2023
Lufthansa,FCO,NYC,27h 35m ,2 stops ,"3,822 NIS ",03/03/2023
"SAUDIA, Air France",FCO,NYC,23h 25m ,2 stops ,"3,886 NIS ",03/03/2023
"Qatar Airways, Air Canada",FCO,NYC,22h 41m ,2 stops ,"3,924 NIS ",03/03/2023
"Qatar Airways, Air Canada",FCO,NYC,23h 36m ,2 stops ,"3,924 NIS ",03/03/2023
"Qatar Airways, Air Canada",FCO,NYC,23h 50m ,2 stops ,"3,924 NIS ",03/03/2023
"Qatar Airways, Air Canada",FCO,NYC,24h 46m ,2 stops ,"3,924 NIS ",03/03/2023
"Qatar Airways, Air Canada",FCO,NYC,26h 21m ,2 stops ,"3,924 NIS ",03/03/2023
"Qatar Airways, Air Canada",FCO,NYC,26h 25m ,2 stops ,"3,924 NIS ",03/03/2023
British Airways,FCO,NYC,25h 31m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,25h 31m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,25h 35m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,27h 15m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,27h 15m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,27h 37m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,27h 37m ,2 stops ,"3,936 NIS ",03/03/2023
Royal Jordanian,FCO,NYC,21h 30m ,2 stops ,"3,957 NIS ",03/03/2023
Etihad Airways,FCO,NYC,24h 05m ,2 stops ,"3,967 NIS ",03/03/2023
British Airways,FCO,NYC,21h 25m ,2 stops ,"4,049 NIS ",03/03/2023
British Airways,FCO,NYC,21h 25m ,2 stops ,"4,049 NIS ",03/03/2023
British Airways,FCO,NYC,23h 20m ,2 stops ,"4,049 NIS ",03/03/2023
British Airways,FCO,NYC,23h 20m ,2 stops ,"4,049 NIS ",03/03/2023
British Airways,FCO,NYC,26h 59m ,2 stops ,"4,065 NIS ",03/03/2023
British Airways,FCO,NYC,27h 33m ,2 stops ,"4,065 NIS ",03/03/2023
British Airways,FCO,NYC,27h 53m ,2 stops ,"4,065 NIS ",03/03/2023
British Airways,FCO,NYC,23h 20m ,2 stops ,"4,071 NIS ",03/03/2023
KLM,FCO,NYC,23h 28m ,3 stops ,"2,378 NIS ",03/03/2023
KLM,FCO,NYC,26h 04m ,3 stops ,"2,378 NIS ",03/03/2023
KLM,FCO,NYC,23h 45m ,3 stops ,"2,392 NIS ",03/03/2023
KLM,FCO,NYC,23h 45m ,3 stops ,"2,392 NIS ",03/03/2023
KLM,FCO,NYC,24h 30m ,3 stops ,"2,392 NIS ",03/03/2023
KLM,FCO,NYC,24h 30m ,3 stops ,"2,446 NIS ",03/03/2023
KLM,FCO,NYC,25h 50m ,3 stops ,"2,446 NIS ",03/03/2023
KLM,FCO,NYC,25h 50m ,3 stops ,"2,446 NIS ",03/03/2023
KLM,FCO,NYC,25h 50m ,3 stops ,"2,446 NIS ",03/03/2023
"Air Arabia, Austrian Airlines",FCO,NYC,22h 00m ,3 stops ,"2,559 NIS ",03/03/2023
"flyadeal, Ethiopian Air",FCO,NYC,25h 40m ,3 stops ,"3,033 NIS ",03/03/2023
Multiple Airlines,FCO,NYC,26h 39m ,3 stops ,"3,360 NIS ",03/03/2023
"Lufthansa, United Airlines",FCO,NYC,27h 35m ,2 stops ,"3,936 NIS ",03/03/2023
British Airways,FCO,NYC,21h 25m ,2 stops ,"4,065 NIS ",03/03/2023
Qatar Airways,FCO,NYC,23h 00m ,2 stops ,"5,491 NIS ",03/03/2023
Qatar Airways,FCO,NYC,24h 05m ,2 stops ,"5,547 NIS ",03/03/2023
Qatar Airways,FCO,NYC,24h 05m ,2 stops ,"5,547 NIS ",03/03/2023
Qatar Airways,FCO,NYC,27h 25m ,2 stops ,"5,593 NIS ",03/03/2023
"Lufthansa, United Airlines",FCO,NYC,22h 46m ,2 stops ,"5,701 NIS ",03/03/2023
"Egypt Air, Austrian Airlines",FCO,NYC,22h 45m ,2 stops ,"9,152 NIS ",03/03/2023
"Egypt Air, Austrian Airlines",FCO,NYC,24h 45m ,2 stops ,"9,152 NIS ",03/03/2023
"Lufthansa, JetBlue",FCO,NYC,23h 11m ,2 stops ,"10,100 NIS ",03/03/2023
"Lufthansa, JetBlue",FCO,NYC,23h 29m ,2 stops ,"10,100 NIS ",03/03/2023
Multiple Airlines,FCO,NYC,19h 35m ,2 stops ,"10,350 NIS ",03/03/2023
"SAUDIA, Austrian Airlines",FCO,NYC,24h 25m ,2 stops ,"10,722 NIS ",03/03/2023
"SAUDIA, Austrian Airlines",FCO,NYC,25h 25m ,2 stops ,"10,722 NIS ",03/03/2023
"SAUDIA, Lufthansa",FCO,NYC,19h 15m ,2 stops ,"10,759 NIS ",03/03/2023
"Egypt Air, Singapore Airlines",FCO,NYC,20h 35m ,2 stops ,"13,185 NIS ",03/03/2023
"Egypt Air, Lufthansa",FCO,NYC,23h 00m ,2 stops ,"26,993 NIS ",03/03/2023
"Egypt Air, Lufthansa",FCO,NYC,23h 20m ,2 stops ,"26,993 NIS ",03/03/2023
Egypt Air,FCO,NYC,18h 45m ,1 stop ,"2,143 NIS ",04/03/2023
SAUDIA,FCO,NYC,14h 10m ,nonstop ,"3,548 NIS ",04/03/2023
"Egypt Air, French Bee",FCO,NYC,25h 20m ,2 stops ,"1,793 NIS ",04/03/2023
Egypt Air,FCO,NYC,18h 45m ,1 stop ,"1,980 NIS ",04/03/2023
KLM,FCO,NYC,20h 40m ,1 stop ,"2,318 NIS ",04/03/2023
KLM,FCO,NYC,23h 20m ,1 stop ,"2,318 NIS ",04/03/2023
Turkish Airlines,FCO,NYC,19h 40m ,1 stop ,"2,659 NIS ",04/03/2023
Turkish Airlines,FCO,NYC,23h 05m ,1 stop ,"2,659 NIS ",04/03/2023
Turkish Airlines,FCO,NYC,23h 55m ,1 stop ,"2,659 NIS ",04/03/2023
Etihad Airways,FCO,NYC,19h 40m ,1 stop ,"2,665 NIS ",04/03/2023
Emirates,FCO,NYC,18h 00m ,1 stop ,"2,996 NIS ",04/03/2023
Emirates,FCO,NYC,19h 05m ,1 stop ,"2,996 NIS ",04/03/2023
Emirates,FCO,NYC,19h 55m ,1 stop ,"2,996 NIS ",04/03/2023
Emirates,FCO,NYC,23h 05m ,1 stop ,"3,039 NIS ",04/03/2023
Air France,FCO,NYC,16h 35m ,1 stop ,"3,102 NIS ",04/03/2023
Air France,FCO,NYC,19h 10m ,1 stop ,"3,102 NIS ",04/03/2023
Air France,FCO,NYC,19h 55m ,1 stop ,"3,139 NIS ",04/03/2023
Air France,FCO,NYC,22h 10m ,1 stop ,"3,139 NIS ",04/03/2023
Air France,FCO,NYC,22h 55m ,1 stop ,"3,139 NIS ",04/03/2023
Qatar Airways,FCO,NYC,18h 20m ,1 stop ,"3,172 NIS ",04/03/2023
Qatar Airways,FCO,NYC,22h 45m ,1 stop ,"3,172 NIS ",04/03/2023
Lufthansa,FCO,NYC,19h 50m ,1 stop ,"3,658 NIS ",04/03/2023
Lufthansa,FCO,NYC,20h 10m ,1 stop ,"3,679 NIS ",04/03/2023
"SAUDIA, Virgin Atlantic",FCO,NYC,17h 10m ,1 stop ,"3,743 NIS ",04/03/2023
Lufthansa,FCO,NYC,22h 25m ,1 stop ,"3,658 NIS ",04/03/2023
"Lufthansa, United Airlines",FCO,NYC,20h 10m ,1 stop ,"3,720 NIS ",04/03/2023
"British Airways, American Airlines",FCO,NYC,18h 25m ,1 stop ,"3,805 NIS ",04/03/2023
"British Airways, American Airlines",FCO,NYC,19h 35m ,1 stop ,"3,805 NIS ",04/03/2023
"British Airways, American Airlines",FCO,NYC,19h 55m ,1 stop ,"3,805 NIS ",04/03/2023
"British Airways, American Airlines",FCO,NYC,20h 55m ,1 stop ,"3,805 NIS ",04/03/2023
"British Airways, American Airlines",FCO,NYC,21h 25m ,1 stop ,"3,805 NIS ",04/03/2023
"SAUDIA, Virgin Atlantic",FCO,NYC,20h 30m ,1 stop ,"3,929 NIS ",04/03/2023
"SAUDIA, Virgin Atlantic",FCO,NYC,24h 00m ,1 stop ,"3,929 NIS ",04/03/2023
"Qatar Airways, American Airlines",FCO,NYC,18h 20m ,1 stop ,"4,250 NIS ",04/03/2023
KLM,FCO,NYC,23h 20m ,2 stops ,"2,263 NIS ",04/03/2023
KLM,FCO,NYC,20h 40m ,2 stops ,"2,284 NIS ",04/03/2023
Ethiopian Air,FCO,NYC,23h 05m ,2 stops ,"2,451 NIS ",04/03/2023
KLM,FCO,NYC,23h 05m ,2 stops ,"2,483 NIS ",04/03/2023
Gulf Air,FCO,NYC,22h 05m ,2 stops ,"2,527 NIS ",04/03/2023
Gulf Air,FCO,NYC,22h 25m ,2 stops ,"2,527 NIS ",04/03/2023
"flyadeal, Egypt Air",FCO,NYC,23h 50m ,2 stops ,"2,727 NIS ",04/03/2023
"Turkish Airlines, TAP AIR PORTUGAL",FCO,NYC,21h 15m ,2 stops ,"2,749 NIS ",04/03/2023
"Turkish Airlines, TAP AIR PORTUGAL",FCO,NYC,23h 25m ,2 stops ,"2,831 NIS ",04/03/2023
Emirates,FCO,NYC,23h 05m ,2 stops ,"2,996 NIS ",04/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",04/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",04/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",04/03/2023
Air France,FCO,NYC,21h 45m ,2 stops ,"3,208 NIS ",04/03/2023
Air France,FCO,NYC,21h 20m ,2 stops ,"3,219 NIS ",04/03/2023
Air France,FCO,NYC,23h 00m ,2 stops ,"3,237 NIS ",04/03/2023
Air France,FCO,NYC,23h 55m ,2 stops ,"3,269 NIS ",04/03/2023
"Gulf Air, Air France",FCO,NYC,20h 55m ,2 stops ,"3,352 NIS ",04/03/2023
"flynas, Air France",FCO,NYC,22h 10m ,2 stops ,"3,407 NIS ",04/03/2023
"Gulf Air, Emirates",FCO,NYC,22h 05m ,2 stops ,"3,418 NIS ",04/03/2023
Emirates,FCO,NYC,21h 21m ,2 stops ,"3,428 NIS ",04/03/2023
Emirates,FCO,NYC,21h 07m ,2 stops ,"3,436 NIS ",04/03/2023
Emirates,FCO,NYC,23h 11m ,2 stops ,"3,436 NIS ",04/03/2023
Air Canada,FCO,NYC,22h 16m ,2 stops ,"3,515 NIS ",04/03/2023
Air Canada,FCO,NYC,23h 11m ,2 stops ,"3,515 NIS ",04/03/2023
"Egypt Air, Turkish Airlines",FCO,NYC,21h 45m ,2 stops ,"3,570 NIS ",04/03/2023
Qatar Airways,FCO,NYC,22h 04m ,2 stops ,"3,586 NIS ",04/03/2023
SWISS,FCO,NYC,22h 15m ,2 stops ,"3,606 NIS ",04/03/2023
"Qatar Airways, JetBlue",FCO,NYC,21h 09m ,2 stops ,"3,608 NIS ",04/03/2023
"Qatar Airways, JetBlue",FCO,NYC,22h 10m ,2 stops ,"3,608 NIS ",04/03/2023
SWISS,FCO,NYC,19h 10m ,2 stops ,"3,644 NIS ",04/03/2023
SWISS,FCO,NYC,19h 50m ,2 stops ,"3,644 NIS ",04/03/2023
SWISS,FCO,NYC,22h 15m ,2 stops ,"3,644 NIS ",04/03/2023
SWISS,FCO,NYC,22h 15m ,2 stops ,"3,644 NIS ",04/03/2023
Qatar Airways,FCO,NYC,21h 18m ,2 stops ,"3,683 NIS ",04/03/2023
Qatar Airways,FCO,NYC,22h 20m ,2 stops ,"3,683 NIS ",04/03/2023
Qatar Airways,FCO,NYC,23h 10m ,2 stops ,"3,683 NIS ",04/03/2023
Qatar Airways,FCO,NYC,23h 53m ,2 stops ,"3,683 NIS ",04/03/2023
"Lufthansa, Air Canada",FCO,NYC,21h 14m ,2 stops ,"3,708 NIS ",04/03/2023
"Lufthansa, Air Canada",FCO,NYC,21h 26m ,2 stops ,"3,708 NIS ",04/03/2023
"Lufthansa, Air Canada",FCO,NYC,23h 09m ,2 stops ,"3,708 NIS ",04/03/2023
"Lufthansa, Air Canada",FCO,NYC,23h 21m ,2 stops ,"3,708 NIS ",04/03/2023
Lufthansa,FCO,NYC,21h 50m ,2 stops ,"3,722 NIS ",04/03/2023
Lufthansa,FCO,NYC,21h 50m ,2 stops ,"3,722 NIS ",04/03/2023
SWISS,FCO,NYC,20h 50m ,2 stops ,"3,737 NIS ",04/03/2023
"Lufthansa, United Airlines",FCO,NYC,22h 46m ,2 stops ,"3,741 NIS ",04/03/2023
"Lufthansa, United Airlines",FCO,NYC,22h 49m ,2 stops ,"3,741 NIS ",04/03/2023
"Lufthansa, United Airlines",FCO,NYC,23h 10m ,2 stops ,"3,741 NIS ",04/03/2023
"Lufthansa, United Airlines",FCO,NYC,23h 20m ,2 stops ,"3,741 NIS ",04/03/2023
Lufthansa,FCO,NYC,19h 35m ,2 stops ,"3,822 NIS ",04/03/2023
Lufthansa,FCO,NYC,21h 35m ,2 stops ,"3,822 NIS ",04/03/2023
Lufthansa,FCO,NYC,21h 35m ,2 stops ,"3,822 NIS ",04/03/2023
Lufthansa,FCO,NYC,21h 35m ,2 stops ,"3,822 NIS ",04/03/2023
Qatar Airways,FCO,NYC,22h 21m ,2 stops ,"3,839 NIS ",04/03/2023
Royal Jordanian,FCO,NYC,21h 30m ,2 stops ,"3,957 NIS ",04/03/2023
KLM,FCO,NYC,23h 45m ,3 stops ,"2,392 NIS ",04/03/2023
KLM,FCO,NYC,23h 45m ,3 stops ,"2,392 NIS ",04/03/2023
KLM,FCO,NYC,23h 28m ,3 stops ,"2,619 NIS ",04/03/2023
Qatar Airways,FCO,NYC,23h 15m ,2 stops ,"5,491 NIS ",04/03/2023
Qatar Airways,FCO,NYC,24h 05m ,2 stops ,"5,547 NIS ",04/03/2023
