Airline,Source,Destination,Duration,Total stops,Price,Date
Multiple Airlines,AMS,NYC,17h 50m ,2 stops ,"10,308 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,18h 35m ,2 stops ,"10,322 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,18h 50m ,2 stops ,"10,345 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,18h 50m ,2 stops ,"10,345 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,19h 10m ,2 stops ,"10,392 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,17h 50m ,2 stops ,"10,423 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,17h 50m ,2 stops ,"10,423 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,18h 35m ,2 stops ,"10,437 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,18h 50m ,2 stops ,"10,460 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,18h 05m ,2 stops ,"10,522 NIS ",07/03/2023
"Finnair, American Airlines",AMS,NYC,17h 05m ,2 stops ,"11,636 NIS ",07/03/2023
"Finnair, American Airlines",AMS,NYC,18h 02m ,2 stops ,"11,636 NIS ",07/03/2023
"Finnair, American Airlines",AMS,NYC,18h 14m ,2 stops ,"11,636 NIS ",07/03/2023
"Finnair, American Airlines",AMS,NYC,18h 18m ,2 stops ,"11,636 NIS ",07/03/2023
"Air France, United Airlines",AMS,NYC,16h 35m ,2 stops ,"16,168 NIS ",07/03/2023
"KLM, Lufthansa",AMS,NYC,14h 05m ,1 stop ,"16,919 NIS ",07/03/2023
"Air France, United Airlines",AMS,NYC,19h 10m ,2 stops ,"17,103 NIS ",07/03/2023
Multiple Airlines,AMS,NYC,17h 00m ,2 stops ,"40,389 NIS ",07/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,08/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,08/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,08/03/2023
Delta,AMS,NYC,14h 25m ,1 stop ,"1,044 NIS ",08/03/2023
Delta,AMS,NYC,15h 10m ,1 stop ,"1,044 NIS ",08/03/2023
Delta,AMS,NYC,17h 25m ,1 stop ,"1,044 NIS ",08/03/2023
Delta,AMS,NYC,18h 10m ,1 stop ,"1,044 NIS ",08/03/2023
Delta,AMS,NYC,19h 30m ,1 stop ,"1,044 NIS ",08/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"1,072 NIS ",08/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",08/03/2023
Air France,AMS,NYC,14h 00m ,1 stop ,"1,705 NIS ",08/03/2023
Air France,AMS,NYC,14h 45m ,1 stop ,"1,705 NIS ",08/03/2023
Air France,AMS,NYC,15h 50m ,1 stop ,"1,705 NIS ",08/03/2023
Air France,AMS,NYC,16h 05m ,1 stop ,"1,705 NIS ",08/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",08/03/2023
Delta,AMS,NYC,18h 53m ,2 stops ,"1,065 NIS ",08/03/2023
Delta,AMS,NYC,19h 36m ,2 stops ,"1,065 NIS ",08/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,093 NIS ",08/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",08/03/2023
Finnair,AMS,NYC,17h 05m ,2 stops ,"3,009 NIS ",08/03/2023
"Air France, Air Canada",AMS,NYC,18h 09m ,2 stops ,"6,141 NIS ",08/03/2023
Air France,AMS,NYC,17h 15m ,2 stops ,"6,199 NIS ",08/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",08/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",08/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",08/03/2023
Air France,AMS,NYC,16h 45m ,2 stops ,"6,304 NIS ",08/03/2023
Air France,AMS,NYC,19h 35m ,2 stops ,"6,304 NIS ",08/03/2023
"Aeroflot, KLM",AMS,NYC,15h 40m ,1 stop ,"6,500 NIS ",08/03/2023
"Aeroflot, United Airlines",AMS,NYC,16h 15m ,1 stop ,"10,259 NIS ",08/03/2023
Multiple Airlines,AMS,NYC,17h 00m ,2 stops ,"40,390 NIS ",08/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,09/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,09/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"1,072 NIS ",09/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",09/03/2023
Air France,AMS,NYC,14h 00m ,1 stop ,"1,705 NIS ",09/03/2023
Air France,AMS,NYC,14h 45m ,1 stop ,"1,705 NIS ",09/03/2023
Air France,AMS,NYC,16h 05m ,1 stop ,"1,705 NIS ",09/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",09/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,093 NIS ",09/03/2023
KLM,AMS,NYC,18h 20m ,1 stop ,"1,734 NIS ",09/03/2023
Finnair,AMS,NYC,18h 15m ,1 stop ,"2,244 NIS ",09/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",09/03/2023
"Aeroflot, KLM",AMS,NYC,14h 30m ,1 stop ,"2,885 NIS ",09/03/2023
"Aeroflot, Lufthansa",AMS,NYC,16h 15m ,1 stop ,"3,203 NIS ",09/03/2023
Air France,AMS,NYC,17h 15m ,2 stops ,"2,095 NIS ",09/03/2023
"Finnair, Icelandair",AMS,NYC,17h 40m ,3 stops ,"2,162 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,19h 35m ,3 stops ,"2,798 NIS ",09/03/2023
Finnair,AMS,NYC,17h 05m ,2 stops ,"3,009 NIS ",09/03/2023
"Air France, Air Canada",AMS,NYC,18h 09m ,2 stops ,"6,141 NIS ",09/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",09/03/2023
Air France,AMS,NYC,19h 35m ,2 stops ,"6,260 NIS ",09/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",09/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",09/03/2023
"Aeroflot, KLM",AMS,NYC,18h 10m ,1 stop ,"6,428 NIS ",09/03/2023
"Aeroflot, KLM",AMS,NYC,16h 10m ,1 stop ,"6,487 NIS ",09/03/2023
"Aeroflot, KLM",AMS,NYC,15h 40m ,1 stop ,"6,500 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,17h 50m ,2 stops ,"10,308 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,18h 35m ,2 stops ,"10,322 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,18h 05m ,2 stops ,"10,385 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,19h 10m ,2 stops ,"10,392 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,17h 25m ,2 stops ,"10,393 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,17h 05m ,2 stops ,"10,394 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,17h 55m ,2 stops ,"10,410 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,17h 50m ,2 stops ,"10,423 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,17h 50m ,2 stops ,"10,423 NIS ",09/03/2023
Multiple Airlines,AMS,NYC,18h 35m ,2 stops ,"10,437 NIS ",09/03/2023
"KLM, Lufthansa",AMS,NYC,14h 05m ,1 stop ,"11,238 NIS ",09/03/2023
"Finnair, American Airlines",AMS,NYC,17h 05m ,2 stops ,"11,636 NIS ",09/03/2023
"Finnair, American Airlines",AMS,NYC,18h 02m ,2 stops ,"11,636 NIS ",09/03/2023
"Finnair, American Airlines",AMS,NYC,18h 14m ,2 stops ,"11,636 NIS ",09/03/2023
"Finnair, American Airlines",AMS,NYC,18h 18m ,2 stops ,"11,636 NIS ",09/03/2023
"Air France, United Airlines",AMS,NYC,19h 10m ,2 stops ,"17,103 NIS ",09/03/2023
"Aeroflot, KLM",AMS,NYC,17h 00m ,2 stops ,"17,280 NIS ",09/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,10/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,10/03/2023
Delta,AMS,NYC,15h 10m ,1 stop ,"1,044 NIS ",10/03/2023
Delta,AMS,NYC,18h 10m ,1 stop ,"1,044 NIS ",10/03/2023
Delta,AMS,NYC,19h 30m ,1 stop ,"1,044 NIS ",10/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",10/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"1,448 NIS ",10/03/2023
"Aeroflot, JetBlue",AMS,NYC,17h 59m ,1 stop ,"1,552 NIS ",10/03/2023
Delta,AMS,NYC,14h 25m ,1 stop ,"1,654 NIS ",10/03/2023
Air France,AMS,NYC,14h 45m ,1 stop ,"1,705 NIS ",10/03/2023
Air France,AMS,NYC,16h 05m ,1 stop ,"1,705 NIS ",10/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",10/03/2023
Delta,AMS,NYC,18h 53m ,2 stops ,"1,065 NIS ",10/03/2023
Delta,AMS,NYC,19h 36m ,2 stops ,"1,065 NIS ",10/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,266 NIS ",10/03/2023
Air France,AMS,NYC,17h 25m ,1 stop ,"1,747 NIS ",10/03/2023
LOT,AMS,NYC,14h 15m ,1 stop ,"1,970 NIS ",10/03/2023
Air France,AMS,NYC,14h 00m ,1 stop ,"2,231 NIS ",10/03/2023
Finnair,AMS,NYC,16h 10m ,1 stop ,"2,244 NIS ",10/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",10/03/2023
LOT,AMS,NYC,16h 35m ,1 stop ,"2,794 NIS ",10/03/2023
LOT,AMS,NYC,16h 40m ,1 stop ,"2,794 NIS ",10/03/2023
"KLM, Lufthansa",AMS,NYC,14h 05m ,1 stop ,"3,485 NIS ",10/03/2023
Finnair,AMS,NYC,17h 05m ,2 stops ,"3,009 NIS ",10/03/2023
"Aeroflot, Icelandair",AMS,NYC,14h 50m ,2 stops ,"3,141 NIS ",10/03/2023
"Air France, Air Canada",AMS,NYC,18h 09m ,2 stops ,"6,141 NIS ",10/03/2023
Air France,AMS,NYC,17h 15m ,2 stops ,"6,199 NIS ",10/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",10/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",10/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",10/03/2023
Air France,AMS,NYC,16h 45m ,2 stops ,"6,304 NIS ",10/03/2023
Air France,AMS,NYC,19h 35m ,2 stops ,"6,304 NIS ",10/03/2023
Multiple Airlines,AMS,NYC,19h 14m ,2 stops ,"6,453 NIS ",10/03/2023
"Aeroflot, LOT",AMS,NYC,14h 10m ,1 stop ,"6,671 NIS ",10/03/2023
"Aeroflot, United Airlines",AMS,NYC,16h 30m ,1 stop ,"10,206 NIS ",10/03/2023
"Finnair, American Airlines",AMS,NYC,17h 05m ,2 stops ,"11,636 NIS ",10/03/2023
"Finnair, American Airlines",AMS,NYC,18h 02m ,2 stops ,"11,636 NIS ",10/03/2023
"Finnair, American Airlines",AMS,NYC,18h 14m ,2 stops ,"11,636 NIS ",10/03/2023
"Finnair, American Airlines",AMS,NYC,18h 18m ,2 stops ,"11,636 NIS ",10/03/2023
Multiple Airlines,AMS,NYC,17h 00m ,2 stops ,"40,390 NIS ",10/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,11/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,11/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,11/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"1,072 NIS ",11/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",11/03/2023
"Aeroflot, JetBlue",AMS,NYC,17h 59m ,1 stop ,"1,634 NIS ",11/03/2023
Air France,AMS,NYC,14h 00m ,1 stop ,"1,705 NIS ",11/03/2023
Air France,AMS,NYC,14h 45m ,1 stop ,"1,705 NIS ",11/03/2023
Air France,AMS,NYC,15h 50m ,1 stop ,"1,705 NIS ",11/03/2023
Air France,AMS,NYC,16h 05m ,1 stop ,"1,705 NIS ",11/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",11/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,093 NIS ",11/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",11/03/2023
KLM,AMS,NYC,14h 30m ,1 stop ,"2,532 NIS ",11/03/2023
Qatar Airways,AMS,NYC,21h 45m ,1 stop ,"2,718 NIS ",11/03/2023
LOT,AMS,NYC,13h 10m ,1 stop ,"2,794 NIS ",11/03/2023
Multiple Airlines,AMS,NYC,18h 00m ,2 stops ,"1,693 NIS ",11/03/2023
"Aeroflot, French Bee",AMS,NYC,15h 55m ,1 stop ,"1,896 NIS ",11/03/2023
Finnair,AMS,NYC,17h 05m ,2 stops ,"3,009 NIS ",11/03/2023
KLM,AMS,NYC,18h 10m ,1 stop ,"6,133 NIS ",11/03/2023
Air France,AMS,NYC,17h 15m ,2 stops ,"6,199 NIS ",11/03/2023
KLM,AMS,NYC,17h 00m ,2 stops ,"6,204 NIS ",11/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",11/03/2023
KLM,AMS,NYC,17h 45m ,2 stops ,"6,250 NIS ",11/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,250 NIS ",11/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,250 NIS ",11/03/2023
Air France,AMS,NYC,19h 35m ,2 stops ,"6,260 NIS ",11/03/2023
Multiple Airlines,AMS,NYC,18h 09m ,2 stops ,"6,453 NIS ",11/03/2023
"Finnair, American Airlines",AMS,NYC,17h 05m ,2 stops ,"11,636 NIS ",11/03/2023
"Finnair, American Airlines",AMS,NYC,18h 02m ,2 stops ,"11,636 NIS ",11/03/2023
"Finnair, American Airlines",AMS,NYC,18h 14m ,2 stops ,"11,636 NIS ",11/03/2023
"Finnair, American Airlines",AMS,NYC,18h 18m ,2 stops ,"11,636 NIS ",11/03/2023
"Aeroflot, Air France",AMS,NYC,18h 30m ,2 stops ,"51,430 NIS ",11/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,12/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,12/03/2023
Delta,AMS,NYC,19h 30m ,1 stop ,"1,044 NIS ",12/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",12/03/2023
Delta,AMS,NYC,18h 10m ,1 stop ,"1,420 NIS ",12/03/2023
Delta,AMS,NYC,15h 10m ,1 stop ,"1,654 NIS ",12/03/2023
Air France,AMS,NYC,15h 05m ,1 stop ,"1,705 NIS ",12/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",12/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,093 NIS ",12/03/2023
LOT,AMS,NYC,14h 15m ,1 stop ,"1,970 NIS ",12/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",12/03/2023
LOT,AMS,NYC,13h 10m ,1 stop ,"2,794 NIS ",12/03/2023
LOT,AMS,NYC,13h 15m ,1 stop ,"2,794 NIS ",12/03/2023
Delta,AMS,NYC,14h 25m ,1 stop ,"2,813 NIS ",12/03/2023
Delta,AMS,NYC,17h 25m ,1 stop ,"2,847 NIS ",12/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"2,876 NIS ",12/03/2023
Delta,AMS,NYC,18h 53m ,2 stops ,"1,675 NIS ",12/03/2023
"Aeroflot, SWISS",AMS,NYC,16h 25m ,2 stops ,"2,284 NIS ",12/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",12/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",12/03/2023
KLM,AMS,NYC,18h 40m ,2 stops ,"6,355 NIS ",12/03/2023
"Aeroflot, United Airlines",AMS,NYC,14h 45m ,1 stop ,"10,206 NIS ",12/03/2023
Multiple Airlines,AMS,NYC,16h 25m ,2 stops ,"10,308 NIS ",12/03/2023
"Air France, United Airlines",AMS,NYC,16h 35m ,2 stops ,"16,168 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,14h 05m ,1 stop ,"16,919 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,18h 45m ,2 stops ,"30,797 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,16h 10m ,2 stops ,"30,995 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,16h 30m ,2 stops ,"30,995 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,18h 45m ,2 stops ,"30,995 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,18h 45m ,2 stops ,"30,995 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,17h 55m ,2 stops ,"31,025 NIS ",12/03/2023
"KLM, Lufthansa",AMS,NYC,17h 55m ,2 stops ,"31,079 NIS ",12/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,13/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,13/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,13/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"1,072 NIS ",13/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",13/03/2023
Air France,AMS,NYC,15h 05m ,1 stop ,"1,705 NIS ",13/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",13/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,093 NIS ",13/03/2023
LOT,AMS,NYC,14h 15m ,1 stop ,"1,854 NIS ",13/03/2023
"Aeroflot, JetBlue",AMS,NYC,17h 59m ,1 stop ,"1,930 NIS ",13/03/2023
Finnair,AMS,NYC,18h 15m ,1 stop ,"2,244 NIS ",13/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",13/03/2023
LOT,AMS,NYC,16h 35m ,1 stop ,"2,794 NIS ",13/03/2023
LOT,AMS,NYC,16h 40m ,1 stop ,"2,794 NIS ",13/03/2023
Multiple Airlines,AMS,NYC,18h 00m ,2 stops ,"1,549 NIS ",13/03/2023
Multiple Airlines,AMS,NYC,18h 40m ,2 stops ,"2,217 NIS ",13/03/2023
Finnair,AMS,NYC,17h 05m ,2 stops ,"3,009 NIS ",13/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",13/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",13/03/2023
KLM,AMS,NYC,18h 40m ,2 stops ,"6,355 NIS ",13/03/2023
"Aeroflot, KLM",AMS,NYC,14h 30m ,1 stop ,"6,428 NIS ",13/03/2023
"Aeroflot, KLM",AMS,NYC,18h 10m ,1 stop ,"6,428 NIS ",13/03/2023
"Aeroflot, KLM",AMS,NYC,16h 10m ,1 stop ,"6,487 NIS ",13/03/2023
"Aeroflot, United Airlines",AMS,NYC,16h 30m ,1 stop ,"10,206 NIS ",13/03/2023
"Finnair, American Airlines",AMS,NYC,17h 05m ,2 stops ,"11,636 NIS ",13/03/2023
"Finnair, American Airlines",AMS,NYC,18h 02m ,2 stops ,"11,636 NIS ",13/03/2023
"Finnair, American Airlines",AMS,NYC,18h 14m ,2 stops ,"11,636 NIS ",13/03/2023
"Finnair, American Airlines",AMS,NYC,18h 18m ,2 stops ,"11,636 NIS ",13/03/2023
Multiple Airlines,AMS,NYC,17h 00m ,2 stops ,"40,390 NIS ",13/03/2023
"Aeroflot, Air France",AMS,NYC,18h 30m ,2 stops ,"40,398 NIS ",13/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,994 NIS ,14/03/2023
Aeroflot,AMS,NYC,10h 15m ,nonstop ,929 NIS ,14/03/2023
Delta,AMS,NYC,14h 25m ,1 stop ,"1,044 NIS ",14/03/2023
Delta,AMS,NYC,15h 10m ,1 stop ,"1,044 NIS ",14/03/2023
Delta,AMS,NYC,15h 40m ,1 stop ,"1,072 NIS ",14/03/2023
Delta,AMS,NYC,17h 25m ,1 stop ,"1,044 NIS ",14/03/2023
Delta,AMS,NYC,18h 10m ,1 stop ,"1,044 NIS ",14/03/2023
Delta,AMS,NYC,19h 30m ,1 stop ,"1,044 NIS ",14/03/2023
Delta,AMS,NYC,18h 20m ,1 stop ,"1,072 NIS ",14/03/2023
Air France,AMS,NYC,14h 00m ,1 stop ,"1,705 NIS ",14/03/2023
Air France,AMS,NYC,16h 05m ,1 stop ,"1,705 NIS ",14/03/2023
LOT,AMS,NYC,14h 10m ,1 stop ,"1,845 NIS ",14/03/2023
Delta,AMS,NYC,18h 53m ,2 stops ,"1,065 NIS ",14/03/2023
Delta,AMS,NYC,19h 36m ,2 stops ,"1,065 NIS ",14/03/2023
Delta,AMS,NYC,18h 28m ,2 stops ,"1,093 NIS ",14/03/2023
KLM,AMS,NYC,18h 20m ,1 stop ,"1,734 NIS ",14/03/2023
Finnair,AMS,NYC,13h 10m ,1 stop ,"2,286 NIS ",14/03/2023
Air France,AMS,NYC,14h 45m ,1 stop ,"2,609 NIS ",14/03/2023
LOT,AMS,NYC,16h 35m ,1 stop ,"2,794 NIS ",14/03/2023
Finnair,AMS,NYC,17h 05m ,2 stops ,"3,009 NIS ",14/03/2023
"Air France, Air Canada",AMS,NYC,18h 09m ,2 stops ,"6,141 NIS ",14/03/2023
Air France,AMS,NYC,17h 15m ,2 stops ,"6,199 NIS ",14/03/2023
KLM,AMS,NYC,16h 30m ,2 stops ,"6,248 NIS ",14/03/2023
Air France,AMS,NYC,19h 35m ,2 stops ,"6,260 NIS ",14/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",14/03/2023
KLM,AMS,NYC,18h 05m ,2 stops ,"6,294 NIS ",14/03/2023
