Airline,Source,Destination,Duration,Total stops,Price,Date
"Aeroflot, flydubai",TLV,GRU,11h 35m ,1 stop ,"2,468 NIS ",04/03/2023
"Finnair, flynas",TLV,GRU,15h 25m ,2 stops ,"1,620 NIS ",04/03/2023
"Aeroflot, flynas",TLV,GRU,20h 20m ,2 stops ,"1,682 NIS ",04/03/2023
"Nordwind Airlines, Royal Jordanian",TLV,GRU,12h 45m ,2 stops ,"1,807 NIS ",04/03/2023
"Aeroflot, Gulf Air",TLV,GRU,17h 30m ,2 stops ,"1,906 NIS ",04/03/2023
"Finnair, Qatar Airways",TLV,GRU,13h 05m ,2 stops ,"2,429 NIS ",04/03/2023
"Nordwind Airlines, Egypt Air",TLV,GRU,19h 30m ,3 stops ,"1,632 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,14h 30m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,16h 05m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,17h 25m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,18h 15m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,19h 00m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,20h 20m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,21h 00m ,3 stops ,"1,785 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,19h 30m ,3 stops ,"1,819 NIS ",04/03/2023
"Nordwind Airlines, Air Arabia",TLV,GRU,18h 15m ,2 stops ,"1,830 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,18h 10m ,3 stops ,"1,837 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,16h 00m ,3 stops ,"2,072 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,15h 45m ,3 stops ,"2,077 NIS ",04/03/2023
"Aeroflot, SAUDIA",TLV,GRU,15h 10m ,2 stops ,"7,498 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,16h 30m ,2 stops ,"10,330 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,17h 50m ,2 stops ,"15,653 NIS ",04/03/2023
"Aeroflot, Emirates",TLV,GRU,15h 05m ,2 stops ,"16,063 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,17h 50m ,2 stops ,"16,476 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,14h 00m ,2 stops ,"17,343 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,16h 40m ,2 stops ,"17,548 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,15h 40m ,2 stops ,"17,829 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,17h 10m ,2 stops ,"19,549 NIS ",04/03/2023
Multiple Airlines,TLV,GRU,18h 15m ,2 stops ,"23,774 NIS ",04/03/2023
"Aeroflot, Emirates",TLV,GRU,15h 15m ,2 stops ,"37,216 NIS ",04/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,711 NIS ",05/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,619 NIS ",05/03/2023
Qatar Airways,TLV,GRU,20h 30m ,1 stop ,"1,633 NIS ",05/03/2023
"Aeroflot, SAUDIA",TLV,GRU,14h 05m ,1 stop ,"1,711 NIS ",05/03/2023
"Aeroflot, flynas",TLV,GRU,15h 40m ,1 stop ,"1,717 NIS ",05/03/2023
"Aeroflot, Egypt Air",TLV,GRU,10h 30m ,1 stop ,"1,810 NIS ",05/03/2023
"Nordwind Airlines, Air Arabia",TLV,GRU,17h 15m ,1 stop ,"1,862 NIS ",05/03/2023
"Aeroflot, flynas",TLV,GRU,12h 00m ,1 stop ,"1,977 NIS ",05/03/2023
"Aeroflot, Turkish Airlines",TLV,GRU,10h 35m ,1 stop ,"2,159 NIS ",05/03/2023
"Nordwind Airlines, Turkish Airlines",TLV,GRU,16h 20m ,1 stop ,"2,201 NIS ",05/03/2023
"Aeroflot, Turkish Airlines",TLV,GRU,15h 10m ,1 stop ,"2,209 NIS ",05/03/2023
"Aeroflot, Egypt Air",TLV,GRU,17h 00m ,1 stop ,"2,333 NIS ",05/03/2023
KLM,TLV,GRU,17h 50m ,1 stop ,"2,637 NIS ",05/03/2023
"Aeroflot, flynas",TLV,GRU,20h 20m ,2 stops ,"1,682 NIS ",05/03/2023
"Aeroflot, Egypt Air",TLV,GRU,18h 35m ,2 stops ,"1,900 NIS ",05/03/2023
"Aeroflot, Gulf Air",TLV,GRU,17h 30m ,2 stops ,"1,907 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,18h 25m ,2 stops ,"2,039 NIS ",05/03/2023
"Finnair, Qatar Airways",TLV,GRU,13h 05m ,2 stops ,"2,429 NIS ",05/03/2023
Air France,TLV,GRU,16h 30m ,2 stops ,"2,704 NIS ",05/03/2023
Air France,TLV,GRU,16h 30m ,2 stops ,"2,704 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,19h 20m ,3 stops ,"1,980 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,15h 45m ,3 stops ,"2,010 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,19h 20m ,3 stops ,"2,057 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,16h 00m ,3 stops ,"2,072 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,15h 25m ,3 stops ,"2,760 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,15h 20m ,3 stops ,"3,223 NIS ",05/03/2023
"Aeroflot, SAUDIA",TLV,GRU,19h 50m ,2 stops ,"7,498 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,15h 40m ,2 stops ,"19,103 NIS ",05/03/2023
"Aeroflot, SriLankan Airlines",TLV,GRU,20h 00m ,1 stop ,"20,773 NIS ",05/03/2023
Multiple Airlines,TLV,GRU,17h 10m ,2 stops ,"20,827 NIS ",05/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,623 NIS ",06/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,531 NIS ",06/03/2023
"Finnair, flyadeal",TLV,GRU,14h 25m ,2 stops ,"1,161 NIS ",06/03/2023
"Aeroflot, SAUDIA",TLV,GRU,14h 05m ,1 stop ,"1,729 NIS ",06/03/2023
"Aeroflot, Egypt Air",TLV,GRU,10h 30m ,1 stop ,"1,832 NIS ",06/03/2023
"Nordwind Airlines, Turkish Airlines",TLV,GRU,11h 35m ,1 stop ,"1,995 NIS ",06/03/2023
Qatar Airways,TLV,GRU,20h 30m ,1 stop ,"1,545 NIS ",06/03/2023
"Aeroflot, Egypt Air",TLV,GRU,17h 00m ,1 stop ,"1,670 NIS ",06/03/2023
"Aeroflot, flynas",TLV,GRU,15h 40m ,1 stop ,"1,735 NIS ",06/03/2023
"Aeroflot, flynas",TLV,GRU,12h 00m ,1 stop ,"2,004 NIS ",06/03/2023
"Aeroflot, Turkish Airlines",TLV,GRU,10h 35m ,1 stop ,"2,159 NIS ",06/03/2023
"Aeroflot, Turkish Airlines",TLV,GRU,15h 10m ,1 stop ,"2,223 NIS ",06/03/2023
"Finnair, flynas",TLV,GRU,15h 25m ,2 stops ,"1,198 NIS ",06/03/2023
"Aeroflot, flynas",TLV,GRU,20h 20m ,2 stops ,"1,599 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,15h 00m ,2 stops ,"1,742 NIS ",06/03/2023
"Aeroflot, Gulf Air",TLV,GRU,17h 30m ,2 stops ,"1,860 NIS ",06/03/2023
"Nordwind Airlines, Turkish Airlines",TLV,GRU,16h 20m ,2 stops ,"1,861 NIS ",06/03/2023
"Finnair, Qatar Airways",TLV,GRU,13h 05m ,2 stops ,"2,346 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,14h 00m ,2 stops ,"2,434 NIS ",06/03/2023
"Nordwind Airlines, Egypt Air",TLV,GRU,19h 00m ,3 stops ,"1,714 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,19h 25m ,3 stops ,"1,723 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,16h 00m ,3 stops ,"1,794 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,18h 25m ,3 stops ,"1,887 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,20h 55m ,3 stops ,"1,940 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,15h 45m ,3 stops ,"2,077 NIS ",06/03/2023
"Aeroflot, flydubai",TLV,GRU,19h 40m ,2 stops ,"2,107 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,16h 00m ,2 stops ,"3,172 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,21h 00m ,3 stops ,"2,249 NIS ",06/03/2023
"Pobeda, MEA",TLV,GRU,18h 35m ,3 stops ,"2,458 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,18h 10m ,3 stops ,"2,574 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,18h 05m ,3 stops ,"2,673 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,17h 50m ,2 stops ,"15,653 NIS ",06/03/2023
"Aeroflot, Emirates",TLV,GRU,15h 05m ,2 stops ,"16,063 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,17h 50m ,2 stops ,"16,476 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,18h 25m ,2 stops ,"17,352 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,16h 40m ,2 stops ,"17,548 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,15h 40m ,2 stops ,"17,829 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,17h 10m ,2 stops ,"19,549 NIS ",06/03/2023
Multiple Airlines,TLV,GRU,18h 15m ,2 stops ,"23,774 NIS ",06/03/2023
"Aeroflot, Emirates",TLV,GRU,15h 15m ,2 stops ,"37,216 NIS ",06/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,623 NIS ",07/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,526 NIS ",07/03/2023
"Aeroflot, flynas",TLV,GRU,20h 20m ,2 stops ,"1,432 NIS ",07/03/2023
"Aeroflot, flynas",TLV,GRU,15h 40m ,1 stop ,"1,456 NIS ",07/03/2023
"Aeroflot, SAUDIA",TLV,GRU,14h 05m ,1 stop ,"1,729 NIS ",07/03/2023
"Aeroflot, Egypt Air",TLV,GRU,10h 30m ,1 stop ,"1,828 NIS ",07/03/2023
Qatar Airways,TLV,GRU,20h 30m ,1 stop ,"1,541 NIS ",07/03/2023
"Aeroflot, Egypt Air",TLV,GRU,17h 00m ,1 stop ,"1,870 NIS ",07/03/2023
"Aeroflot, SAUDIA",TLV,GRU,13h 35m ,1 stop ,"1,956 NIS ",07/03/2023
"Nordwind Airlines, Turkish Airlines",TLV,GRU,16h 20m ,1 stop ,"2,001 NIS ",07/03/2023
"Aeroflot, Turkish Airlines",TLV,GRU,10h 35m ,1 stop ,"2,168 NIS ",07/03/2023
"Aeroflot, SAUDIA",TLV,GRU,13h 05m ,1 stop ,"2,415 NIS ",07/03/2023
"Aeroflot, Turkish Airlines",TLV,GRU,15h 10m ,1 stop ,"2,209 NIS ",07/03/2023
KLM,TLV,GRU,17h 50m ,1 stop ,"2,637 NIS ",07/03/2023
"Nordwind Airlines, Egypt Air",TLV,GRU,19h 00m ,2 stops ,"1,790 NIS ",07/03/2023
"Aeroflot, Gulf Air",TLV,GRU,17h 30m ,2 stops ,"1,809 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,14h 40m ,2 stops ,"1,842 NIS ",07/03/2023
"Nordwind Airlines, Royal Jordanian",TLV,GRU,17h 30m ,2 stops ,"1,848 NIS ",07/03/2023
"Finnair, Qatar Airways",TLV,GRU,13h 05m ,2 stops ,"2,346 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,21h 00m ,2 stops ,"2,024 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,17h 30m ,2 stops ,"2,131 NIS ",07/03/2023
Air France,TLV,GRU,16h 30m ,2 stops ,"2,704 NIS ",07/03/2023
Air France,TLV,GRU,16h 30m ,2 stops ,"2,704 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,16h 00m ,3 stops ,"1,794 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,20h 30m ,3 stops ,"1,812 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,19h 20m ,3 stops ,"1,818 NIS ",07/03/2023
"Nordwind Airlines, Egypt Air",TLV,GRU,19h 45m ,3 stops ,"1,847 NIS ",07/03/2023
"Nordwind Airlines, Royal Jordanian",TLV,GRU,18h 15m ,3 stops ,"1,905 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,19h 45m ,3 stops ,"2,008 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,19h 05m ,3 stops ,"2,020 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,19h 50m ,3 stops ,"2,020 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,20h 15m ,3 stops ,"2,028 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,15h 45m ,3 stops ,"2,077 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,17h 05m ,3 stops ,"2,247 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,21h 10m ,3 stops ,"2,400 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,20h 55m ,3 stops ,"2,455 NIS ",07/03/2023
"KLM, Qatar Airways",TLV,GRU,21h 10m ,3 stops ,"3,139 NIS ",07/03/2023
"KLM, SAUDIA",TLV,GRU,13h 45m ,2 stops ,"9,287 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,18h 15m ,2 stops ,"12,820 NIS ",07/03/2023
"Aeroflot, MEA",TLV,GRU,20h 40m ,2 stops ,"14,327 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,15h 40m ,2 stops ,"19,101 NIS ",07/03/2023
Multiple Airlines,TLV,GRU,16h 10m ,2 stops ,"20,754 NIS ",07/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,623 NIS ",08/03/2023
Qatar Airways,TLV,GRU,8h 30m ,1 stop ,"1,526 NIS ",08/03/2023
"Aeroflot, flynas",TLV,GRU,20h 20m ,2 stops ,"1,415 NIS ",08/03/2023
"Aeroflot, flynas",TLV,GRU,15h 40m ,1 stop ,"1,439 NIS ",08/03/2023
