Airline,Source,Destination,Duration,Total stops,Price,Date
SWISS,TLV,OSL,9h 45m ,1 stop ,"1,418 NIS",01/03/2023
SWISS,TLV,OSL,10h 40m ,1 stop ,"1,418 NIS",01/03/2023
Lufthansa,TLV,OSL,11h 00m ,1 stop ,"1,422 NIS",01/03/2023
American Airlines,TLV,OSL,9h 35m ,1 stop ,"1,433 NIS",01/03/2023
American Airlines,TLV,OSL,10h 05m ,1 stop ,"1,433 NIS",01/03/2023
American Airlines,TLV,OSL,10h 10m ,1 stop ,"1,433 NIS",01/03/2023
American Airlines,TLV,OSL,10h 20m ,1 stop ,"1,433 NIS",01/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",01/03/2023
American Airlines,TLV,OSL,10h 40m ,1 stop ,"1,433 NIS",01/03/2023
Air France,TLV,OSL,10h 10m ,1 stop ,"1,439 NIS",01/03/2023
British Airways,TLV,OSL,10h 10m ,1 stop ,"1,439 NIS",01/03/2023
Delta,TLV,OSL,10h 15m ,1 stop ,"1,442 NIS",01/03/2023
Delta,TLV,OSL,10h 20m ,1 stop ,"1,442 NIS",01/03/2023
Virgin Atlantic,TLV,OSL,9h 50m ,1 stop ,"1,450 NIS",01/03/2023
"Finnair, Iberia Express",TLV,OSL,17h 10m ,1 stop ,"1,045 NIS",01/03/2023
"TAP AIR PORTUGAL, Air France",TLV,OSL,16h 15m ,1 stop ,"1,224 NIS",01/03/2023
United Airlines,TLV,OSL,13h 35m ,1 stop ,"1,358 NIS",01/03/2023
United Airlines,TLV,OSL,13h 50m ,1 stop ,"1,358 NIS",01/03/2023
United Airlines,TLV,OSL,14h 25m ,1 stop ,"1,358 NIS",01/03/2023
United Airlines,TLV,OSL,14h 31m ,1 stop ,"1,358 NIS",01/03/2023
United Airlines,TLV,OSL,14h 40m ,1 stop ,"1,358 NIS",01/03/2023
United Airlines,TLV,OSL,14h 45m ,1 stop ,"1,358 NIS",01/03/2023
United Airlines,TLV,OSL,16h 56m ,1 stop ,"1,358 NIS",01/03/2023
Air Canada,TLV,OSL,15h 50m ,1 stop ,"1,362 NIS",01/03/2023
Air Canada,TLV,OSL,15h 50m ,1 stop ,"1,362 NIS",01/03/2023
Air Canada,TLV,OSL,18h 05m ,1 stop ,"1,362 NIS",01/03/2023
Air Canada,TLV,OSL,20h 05m ,1 stop ,"1,362 NIS",01/03/2023
Air Canada,TLV,OSL,20h 15m ,1 stop ,"1,362 NIS",01/03/2023
Delta,TLV,OSL,12h 26m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 35m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 35m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 40m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 45m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 50m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 55m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 55m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,12h 59m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,13h 00m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,13h 05m ,1 stop ,"1,370 NIS",01/03/2023
Delta,TLV,OSL,13h 10m ,1 stop ,"1,370 NIS",01/03/2023
Lufthansa,TLV,OSL,7h 05m ,nonstop ,"1,353 NIS",02/03/2023
American Airlines,TLV,OSL,7h 20m ,nonstop ,"1,353 NIS",02/03/2023
Delta,TLV,OSL,7h 20m ,nonstop ,"1,353 NIS",02/03/2023
Air France,TLV,OSL,7h 20m ,nonstop ,"1,358 NIS",02/03/2023
Air France,TLV,OSL,7h 10m ,nonstop ,"1,378 NIS",02/03/2023
JetBlue,TLV,OSL,7h 20m ,nonstop ,"1,634 NIS",02/03/2023
SAS,TLV,OSL,11h 00m ,1 stop ,"1,315 NIS",02/03/2023
American Airlines,TLV,OSL,10h 25m ,1 stop ,"1,405 NIS",02/03/2023
SWISS,TLV,OSL,10h 40m ,1 stop ,"1,418 NIS",02/03/2023
American Airlines,TLV,OSL,9h 50m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 05m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 10m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 20m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",02/03/2023
"Finnair, Air France",TLV,OSL,10h 15m ,1 stop ,"1,257 NIS",02/03/2023
SAS,TLV,OSL,11h 00m ,1 stop ,"1,315 NIS",02/03/2023
United Airlines,TLV,OSL,10h 09m ,1 stop ,"1,358 NIS",02/03/2023
United Airlines,TLV,OSL,10h 23m ,1 stop ,"1,358 NIS",02/03/2023
Air Canada,TLV,OSL,9h 05m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,10h 50m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,11h 00m ,1 stop ,"1,362 NIS",02/03/2023
Delta,TLV,OSL,10h 10m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,10h 51m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 00m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 05m ,1 stop ,"1,370 NIS",02/03/2023
United Airlines,TLV,OSL,10h 05m ,1 stop ,"1,379 NIS",02/03/2023
Air Canada,TLV,OSL,11h 05m ,1 stop ,"1,383 NIS",02/03/2023
American Airlines,TLV,OSL,10h 25m ,1 stop ,"1,405 NIS",02/03/2023
Iberia,TLV,OSL,10h 25m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,10h 55m ,1 stop ,"1,411 NIS",02/03/2023
"Finnair, Iberia",TLV,OSL,10h 55m ,1 stop ,"1,411 NIS",02/03/2023
American Airlines,TLV,OSL,10h 55m ,1 stop ,"1,411 NIS",02/03/2023
SWISS,TLV,OSL,9h 45m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,10h 40m ,1 stop ,"1,418 NIS",02/03/2023
Lufthansa,TLV,OSL,11h 00m ,1 stop ,"1,422 NIS",02/03/2023
American Airlines,TLV,OSL,9h 50m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 05m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 10m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 20m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,11h 10m ,1 stop ,"1,433 NIS",02/03/2023
British Airways,TLV,OSL,10h 30m ,1 stop ,"1,439 NIS",02/03/2023
British Airways,TLV,OSL,11h 10m ,1 stop ,"1,439 NIS",02/03/2023
United Airlines,TLV,OSL,14h 31m ,1 stop ,"1,358 NIS",02/03/2023
United Airlines,TLV,OSL,14h 40m ,1 stop ,"1,358 NIS",02/03/2023
United Airlines,TLV,OSL,14h 45m ,1 stop ,"1,358 NIS",02/03/2023
United Airlines,TLV,OSL,16h 10m ,1 stop ,"1,358 NIS",02/03/2023
United Airlines,TLV,OSL,16h 37m ,1 stop ,"1,358 NIS",02/03/2023
United Airlines,TLV,OSL,16h 56m ,1 stop ,"1,358 NIS",02/03/2023
Air Canada,TLV,OSL,9h 05m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,10h 50m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,11h 00m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,12h 04m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,13h 50m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,15h 50m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,15h 50m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,18h 05m ,1 stop ,"1,362 NIS",02/03/2023
Delta,TLV,OSL,10h 10m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,10h 51m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 00m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 05m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 20m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 25m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 30m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 40m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 40m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 40m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 45m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 46m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,11h 55m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 10m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 20m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 26m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 35m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 40m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 45m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 50m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 55m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 55m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,12h 59m ,1 stop ,"1,370 NIS",02/03/2023
Delta,TLV,OSL,13h 40m ,1 stop ,"1,370 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,11h 25m ,1 stop ,"1,377 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,13h 50m ,1 stop ,"1,377 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,18h 25m ,1 stop ,"1,377 NIS",02/03/2023
United Airlines,TLV,OSL,10h 05m ,1 stop ,"1,379 NIS",02/03/2023
Air Canada,TLV,OSL,11h 05m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,12h 15m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,12h 35m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,13h 40m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,13h 45m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,14h 40m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,15h 25m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,16h 35m ,1 stop ,"1,383 NIS",02/03/2023
Air Canada,TLV,OSL,17h 30m ,1 stop ,"1,383 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,12h 50m ,1 stop ,"1,394 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,14h 45m ,1 stop ,"1,394 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,15h 45m ,1 stop ,"1,394 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,17h 05m ,1 stop ,"1,394 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,17h 05m ,1 stop ,"1,394 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,17h 40m ,1 stop ,"1,397 NIS",02/03/2023
KLM,TLV,OSL,13h 00m ,1 stop ,"1,401 NIS",02/03/2023
American Airlines,TLV,OSL,10h 25m ,1 stop ,"1,405 NIS",02/03/2023
Iberia,TLV,OSL,10h 25m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,10h 55m ,1 stop ,"1,411 NIS",02/03/2023
"Finnair, Iberia",TLV,OSL,10h 55m ,1 stop ,"1,411 NIS",02/03/2023
American Airlines,TLV,OSL,10h 55m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,12h 00m ,1 stop ,"1,411 NIS",02/03/2023
American Airlines,TLV,OSL,12h 00m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,12h 30m ,1 stop ,"1,411 NIS",02/03/2023
American Airlines,TLV,OSL,12h 30m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,13h 40m ,1 stop ,"1,411 NIS",02/03/2023
"Finnair, Iberia",TLV,OSL,13h 40m ,1 stop ,"1,411 NIS",02/03/2023
American Airlines,TLV,OSL,13h 40m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,14h 45m ,1 stop ,"1,411 NIS",02/03/2023
American Airlines,TLV,OSL,14h 45m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,15h 45m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,15h 50m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,16h 50m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,17h 10m ,1 stop ,"1,411 NIS",02/03/2023
SWISS,TLV,OSL,9h 45m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,10h 40m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,13h 25m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,14h 00m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,14h 55m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,15h 10m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,16h 05m ,1 stop ,"1,418 NIS",02/03/2023
Lufthansa,TLV,OSL,11h 00m ,1 stop ,"1,422 NIS",02/03/2023
Lufthansa,TLV,OSL,12h 15m ,1 stop ,"1,422 NIS",02/03/2023
United Airlines,TLV,OSL,12h 55m ,1 stop ,"1,423 NIS",02/03/2023
Lufthansa,TLV,OSL,14h 30m ,1 stop ,"1,427 NIS",02/03/2023
Lufthansa,TLV,OSL,15h 35m ,1 stop ,"1,427 NIS",02/03/2023
Lufthansa,TLV,OSL,16h 25m ,1 stop ,"1,428 NIS",02/03/2023
American Airlines,TLV,OSL,9h 50m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 05m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 10m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 20m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,10h 30m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,11h 10m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,11h 20m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,11h 50m ,1 stop ,"1,433 NIS",02/03/2023
American Airlines,TLV,OSL,11h 50m ,1 stop ,"1,433 NIS",02/03/2023
British Airways,TLV,OSL,10h 30m ,1 stop ,"1,439 NIS",02/03/2023
British Airways,TLV,OSL,11h 10m ,1 stop ,"1,439 NIS",02/03/2023
British Airways,TLV,OSL,11h 20m ,1 stop ,"1,439 NIS",02/03/2023
British Airways,TLV,OSL,11h 50m ,1 stop ,"1,439 NIS",02/03/2023
British Airways,TLV,OSL,12h 10m ,1 stop ,"1,439 NIS",02/03/2023
American Airlines,TLV,OSL,12h 10m ,1 stop ,"1,439 NIS",02/03/2023
British Airways,TLV,OSL,12h 30m ,1 stop ,"1,439 NIS",02/03/2023
American Airlines,TLV,OSL,12h 40m ,1 stop ,"1,439 NIS",02/03/2023
American Airlines,TLV,OSL,12h 55m ,1 stop ,"1,439 NIS",02/03/2023
Delta,TLV,OSL,10h 10m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,10h 15m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,10h 20m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,11h 10m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,11h 45m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,12h 10m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,13h 05m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,13h 45m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,14h 20m ,1 stop ,"1,442 NIS",02/03/2023
Delta,TLV,OSL,14h 40m ,1 stop ,"1,442 NIS",02/03/2023
Air France,TLV,OSL,11h 45m ,1 stop ,"1,444 NIS",02/03/2023
KLM,TLV,OSL,10h 20m ,1 stop ,"1,448 NIS",02/03/2023
KLM,TLV,OSL,11h 10m ,1 stop ,"1,448 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,9h 50m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,10h 24m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,12h 49m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,13h 05m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,15h 55m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,16h 04m ,1 stop ,"1,450 NIS",02/03/2023
Delta,TLV,OSL,13h 15m ,1 stop ,"1,455 NIS",02/03/2023
Air France,TLV,OSL,11h 50m ,1 stop ,"1,460 NIS",02/03/2023
Air France,TLV,OSL,12h 05m ,1 stop ,"1,460 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,14h 15m ,1 stop ,"1,465 NIS",02/03/2023
Austrian Airlines,TLV,OSL,15h 10m ,1 stop ,"1,465 NIS",02/03/2023
Lufthansa,TLV,OSL,10h 05m ,1 stop ,"1,491 NIS",02/03/2023
Lufthansa,TLV,OSL,10h 10m ,1 stop ,"1,491 NIS",02/03/2023
Lufthansa,TLV,OSL,12h 30m ,1 stop ,"1,491 NIS",02/03/2023
Lufthansa,TLV,OSL,13h 15m ,1 stop ,"1,491 NIS",02/03/2023
British Airways,TLV,OSL,12h 50m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,12h 50m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,13h 20m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,13h 30m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,14h 00m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,14h 30m ,1 stop ,"1,495 NIS",02/03/2023
British Airways,TLV,OSL,12h 55m ,1 stop ,"1,497 NIS",02/03/2023
British Airways,TLV,OSL,13h 10m ,1 stop ,"1,497 NIS",02/03/2023
British Airways,TLV,OSL,13h 10m ,1 stop ,"1,497 NIS",02/03/2023
British Airways,TLV,OSL,13h 25m ,1 stop ,"1,497 NIS",02/03/2023
KLM,TLV,OSL,13h 05m ,1 stop ,"1,515 NIS",02/03/2023
KLM,TLV,OSL,13h 45m ,1 stop ,"1,515 NIS",02/03/2023
Finnair,TLV,OSL,12h 20m ,1 stop ,"1,537 NIS",02/03/2023
Air Canada,TLV,OSL,20h 05m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,20h 15m ,1 stop ,"1,362 NIS",02/03/2023
Air Canada,TLV,OSL,19h 10m ,1 stop ,"1,383 NIS",02/03/2023
TAP AIR PORTUGAL,TLV,OSL,19h 00m ,1 stop ,"1,397 NIS",02/03/2023
Iberia,TLV,OSL,19h 05m ,1 stop ,"1,411 NIS",02/03/2023
Iberia,TLV,OSL,20h 05m ,1 stop ,"1,411 NIS",02/03/2023
SWISS,TLV,OSL,17h 40m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,18h 00m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,18h 50m ,1 stop ,"1,418 NIS",02/03/2023
SWISS,TLV,OSL,18h 55m ,1 stop ,"1,418 NIS",02/03/2023
Lufthansa,TLV,OSL,17h 05m ,1 stop ,"1,427 NIS",02/03/2023
Lufthansa,TLV,OSL,20h 25m ,1 stop ,"1,427 NIS",02/03/2023
Lufthansa,TLV,OSL,17h 50m ,1 stop ,"1,428 NIS",02/03/2023
Lufthansa,TLV,OSL,18h 25m ,1 stop ,"1,428 NIS",02/03/2023
Lufthansa,TLV,OSL,19h 45m ,1 stop ,"1,428 NIS",02/03/2023
Lufthansa,TLV,OSL,20h 10m ,1 stop ,"1,428 NIS",02/03/2023
Iberia,TLV,OSL,16h 50m ,1 stop ,"1,431 NIS",02/03/2023
American Airlines,TLV,OSL,20h 55m ,1 stop ,"1,439 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,17h 05m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,18h 05m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,18h 54m ,1 stop ,"1,450 NIS",02/03/2023
Virgin Atlantic,TLV,OSL,19h 55m ,1 stop ,"1,450 NIS",02/03/2023
Austrian Airlines,TLV,OSL,17h 15m ,1 stop ,"1,465 NIS",02/03/2023
Austrian Airlines,TLV,OSL,19h 35m ,1 stop ,"1,465 NIS",02/03/2023
Iberia,TLV,OSL,18h 15m ,1 stop ,"1,474 NIS",02/03/2023
Iberia,TLV,OSL,20h 10m ,1 stop ,"1,474 NIS",02/03/2023
SAS,TLV,OSL,19h 35m ,1 stop ,"1,485 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,14h 45m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,14h 50m ,1 stop ,"1,495 NIS",02/03/2023
"American Airlines, Finnair",TLV,OSL,15h 10m ,1 stop ,"1,495 NIS",02/03/2023
British Airways,TLV,OSL,16h 10m ,1 stop ,"1,497 NIS",02/03/2023
British Airways,TLV,OSL,16h 50m ,1 stop ,"1,497 NIS",02/03/2023
Lufthansa,TLV,OSL,15h 35m ,1 stop ,"1,499 NIS",02/03/2023
Lufthansa,TLV,OSL,17h 25m ,1 stop ,"1,499 NIS",02/03/2023
Lufthansa,TLV,OSL,18h 25m ,1 stop ,"1,499 NIS",02/03/2023
KLM,TLV,OSL,14h 40m ,1 stop ,"1,515 NIS",02/03/2023
KLM,TLV,OSL,15h 55m ,1 stop ,"1,515 NIS",02/03/2023
KLM,TLV,OSL,17h 00m ,1 stop ,"1,515 NIS",02/03/2023
