Airline,Source,Destination,Duration,Total stops,Price,Date
Aeroflot,TLV,MEX,12h 55m ,1 stop ,"1,231 NIS ",04/03/2023
Aeroflot,TLV,MEX,7h 20m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,7h 30m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,8h 15m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,9h 15m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,10h 25m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,11h 05m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,12h 20m ,1 stop ,"1,280 NIS ",04/03/2023
Aeroflot,TLV,MEX,12h 50m ,1 stop ,"1,280 NIS ",04/03/2023
"Aeroflot, Finnair",TLV,MEX,12h 00m ,2 stops ,630 NIS ,04/03/2023
"Aeroflot, Finnair",TLV,MEX,12h 35m ,2 stops ,630 NIS ,04/03/2023
"Aeroflot, Finnair",TLV,MEX,11h 00m ,2 stops ,777 NIS ,04/03/2023
Qatar Airways,TLV,MEX,14h 25m ,1 stop ,"5,798 NIS ",04/03/2023
"KLM, Brussels Airlines",TLV,MEX,15h 45m ,2 stops ,"6,591 NIS ",04/03/2023
"Aeroflot, KLM",TLV,MEX,5h 50m ,1 stop ,"12,541 NIS ",04/03/2023
"Aeroflot, KLM",TLV,MEX,7h 25m ,1 stop ,"12,541 NIS ",04/03/2023
"Aeroflot, KLM",TLV,MEX,8h 15m ,1 stop ,"12,541 NIS ",04/03/2023
Air Serbia,TLV,MEX,7h 00m ,1 stop ,504 NIS ,05/03/2023
Air France,TLV,MEX,4h 10m ,nonstop ,608 NIS ,05/03/2023
Finnair,TLV,MEX,16h 20m ,1 stop ,395 NIS ,05/03/2023
Air France,TLV,MEX,4h 20m ,nonstop ,730 NIS ,05/03/2023
Aeroflot,TLV,MEX,4h 00m ,nonstop ,"1,056 NIS ",05/03/2023
Aeroflot,TLV,MEX,4h 10m ,nonstop ,"1,111 NIS ",05/03/2023
Air Serbia,TLV,MEX,7h 00m ,1 stop ,433 NIS ,05/03/2023
Finnair,TLV,MEX,6h 35m ,1 stop ,435 NIS ,05/03/2023
Finnair,TLV,MEX,10h 50m ,1 stop ,435 NIS ,05/03/2023
Finnair,TLV,MEX,14h 45m ,1 stop ,435 NIS ,05/03/2023
Air Serbia,TLV,MEX,9h 40m ,1 stop ,518 NIS ,05/03/2023
LOT,TLV,MEX,6h 35m ,1 stop ,577 NIS ,05/03/2023
LOT,TLV,MEX,10h 45m ,1 stop ,577 NIS ,05/03/2023
LOT,TLV,MEX,14h 40m ,1 stop ,577 NIS ,05/03/2023
KLM,TLV,MEX,5h 50m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,6h 05m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,7h 25m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,8h 15m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,10h 10m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,11h 45m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,14h 20m ,1 stop ,643 NIS ,05/03/2023
KLM,TLV,MEX,15h 55m ,1 stop ,643 NIS ,05/03/2023
Aeroflot,TLV,MEX,13h 55m ,1 stop ,732 NIS ,05/03/2023
Aeroflot,TLV,MEX,14h 30m ,1 stop ,732 NIS ,05/03/2023
"Aeroflot, HiSky",TLV,MEX,13h 50m ,1 stop ,769 NIS ,05/03/2023
"Aeroflot, Air France",TLV,MEX,7h 30m ,1 stop ,786 NIS ,05/03/2023
Bulgaria Air,TLV,MEX,14h 25m ,1 stop ,813 NIS ,05/03/2023
LOT,TLV,MEX,5h 35m ,1 stop ,"1,015 NIS ",05/03/2023
LOT,TLV,MEX,9h 45m ,1 stop ,"1,015 NIS ",05/03/2023
"Aeroflot, Pegasus Airlines",TLV,MEX,15h 20m ,2 stops ,580 NIS ,05/03/2023
Multiple Airlines,TLV,MEX,15h 45m ,2 stops ,618 NIS ,05/03/2023
"Aeroflot, Finnair",TLV,MEX,7h 45m ,2 stops ,630 NIS ,05/03/2023
"Aeroflot, Finnair",TLV,MEX,8h 20m ,2 stops ,630 NIS ,05/03/2023
"Aeroflot, Finnair",TLV,MEX,9h 55m ,2 stops ,630 NIS ,05/03/2023
Multiple Airlines,TLV,MEX,12h 25m ,2 stops ,737 NIS ,05/03/2023
"Finnair, Ryanair",TLV,MEX,10h 55m ,2 stops ,751 NIS ,05/03/2023
"KLM, Ryanair",TLV,MEX,14h 40m ,2 stops ,753 NIS ,05/03/2023
Multiple Airlines,TLV,MEX,7h 55m ,2 stops ,765 NIS ,05/03/2023
"Aeroflot, Smartwings",TLV,MEX,9h 15m ,2 stops ,795 NIS ,05/03/2023
Aeroflot,TLV,MEX,15h 00m ,1 stop ,"1,231 NIS ",05/03/2023
Aeroflot,TLV,MEX,7h 20m ,1 stop ,"1,280 NIS ",05/03/2023
Aeroflot,TLV,MEX,8h 15m ,1 stop ,"1,280 NIS ",05/03/2023
Aeroflot,TLV,MEX,9h 15m ,1 stop ,"1,280 NIS ",05/03/2023
Aeroflot,TLV,MEX,10h 25m ,1 stop ,"1,280 NIS ",05/03/2023
Aeroflot,TLV,MEX,11h 05m ,1 stop ,"1,280 NIS ",05/03/2023
Aeroflot,TLV,MEX,12h 20m ,1 stop ,"1,280 NIS ",05/03/2023
"Aeroflot, Air France",TLV,MEX,6h 05m ,1 stop ,"1,387 NIS ",05/03/2023
"KLM, Ryanair",TLV,MEX,15h 40m ,2 stops ,676 NIS ,05/03/2023
Multiple Airlines,TLV,MEX,13h 00m ,3 stops ,717 NIS ,05/03/2023
Multiple Airlines,TLV,MEX,14h 55m ,3 stops ,722 NIS ,05/03/2023
Multiple Airlines,TLV,MEX,14h 55m ,2 stops ,756 NIS ,05/03/2023
Air Algerie,TLV,MEX,10h 50m ,1 stop ,"2,753 NIS ",05/03/2023
Air Algerie,TLV,MEX,11h 55m ,1 stop ,"2,753 NIS ",05/03/2023
Qatar Airways,TLV,MEX,14h 25m ,1 stop ,"5,714 NIS ",05/03/2023
"KLM, Brussels Airlines",TLV,MEX,15h 45m ,2 stops ,"6,591 NIS ",05/03/2023
"Aeroflot, KLM",TLV,MEX,5h 50m ,1 stop ,"12,541 NIS ",05/03/2023
"Aeroflot, KLM",TLV,MEX,7h 25m ,1 stop ,"12,541 NIS ",05/03/2023
"Aeroflot, KLM",TLV,MEX,8h 15m ,1 stop ,"12,541 NIS ",05/03/2023
Aeroflot,TLV,MEX,4h 00m ,nonstop ,"1,056 NIS ",06/03/2023
Finnair,TLV,MEX,11h 40m ,1 stop ,395 NIS ,06/03/2023
Finnair,TLV,MEX,7h 50m ,1 stop ,470 NIS ,06/03/2023
Finnair,TLV,MEX,6h 35m ,1 stop ,480 NIS ,06/03/2023
Air Serbia,TLV,MEX,6h 45m ,1 stop ,518 NIS ,06/03/2023
Aeroflot,TLV,MEX,4h 10m ,nonstop ,"1,443 NIS ",06/03/2023
Finnair,TLV,MEX,10h 50m ,1 stop ,480 NIS ,06/03/2023
LOT,TLV,MEX,6h 35m ,1 stop ,577 NIS ,06/03/2023
KLM,TLV,MEX,5h 50m ,1 stop ,643 NIS ,06/03/2023
KLM,TLV,MEX,6h 05m ,1 stop ,643 NIS ,06/03/2023
Finnair,TLV,MEX,15h 55m ,1 stop ,395 NIS ,06/03/2023
Finnair,TLV,MEX,14h 45m ,1 stop ,435 NIS ,06/03/2023
airBaltic,TLV,MEX,13h 25m ,1 stop ,485 NIS ,06/03/2023
LOT,TLV,MEX,10h 45m ,1 stop ,577 NIS ,06/03/2023
KLM,TLV,MEX,7h 25m ,1 stop ,643 NIS ,06/03/2023
KLM,TLV,MEX,8h 15m ,1 stop ,643 NIS ,06/03/2023
KLM,TLV,MEX,10h 10m ,1 stop ,643 NIS ,06/03/2023
"Aeroflot, airBaltic",TLV,MEX,8h 15m ,1 stop ,675 NIS ,06/03/2023
LOT,TLV,MEX,14h 40m ,1 stop ,577 NIS ,06/03/2023
KLM,TLV,MEX,11h 45m ,1 stop ,643 NIS ,06/03/2023
KLM,TLV,MEX,14h 20m ,1 stop ,643 NIS ,06/03/2023
KLM,TLV,MEX,15h 55m ,1 stop ,643 NIS ,06/03/2023
"KLM, Air France",TLV,MEX,16h 15m ,1 stop ,658 NIS ,06/03/2023
Aeroflot,TLV,MEX,6h 40m ,1 stop ,808 NIS ,06/03/2023
Aeroflot,TLV,MEX,7h 10m ,1 stop ,808 NIS ,06/03/2023
"KLM, Air France",TLV,MEX,17h 40m ,1 stop ,701 NIS ,06/03/2023
Bulgaria Air,TLV,MEX,15h 05m ,1 stop ,813 NIS ,06/03/2023
"Aeroflot, Ryanair",TLV,MEX,10h 45m ,1 stop ,815 NIS ,06/03/2023
LOT,TLV,MEX,9h 00m ,1 stop ,"1,015 NIS ",06/03/2023
LOT,TLV,MEX,13h 10m ,1 stop ,"1,015 NIS ",06/03/2023
"Aeroflot, Pegasus Airlines",TLV,MEX,15h 20m ,2 stops ,580 NIS ,06/03/2023
"Pobeda, Finnair",TLV,MEX,9h 55m ,2 stops ,599 NIS ,06/03/2023
"Finnair, Ryanair",TLV,MEX,10h 05m ,2 stops ,601 NIS ,06/03/2023
Multiple Airlines,TLV,MEX,15h 50m ,2 stops ,618 NIS ,06/03/2023
Aeroflot,TLV,MEX,11h 50m ,1 stop ,"1,231 NIS ",06/03/2023
Aeroflot,TLV,MEX,12h 55m ,1 stop ,"1,231 NIS ",06/03/2023
Aeroflot,TLV,MEX,7h 50m ,1 stop ,"1,412 NIS ",06/03/2023
Aeroflot,TLV,MEX,8h 45m ,1 stop ,"1,412 NIS ",06/03/2023
Aeroflot,TLV,MEX,9h 25m ,1 stop ,"1,412 NIS ",06/03/2023
Aeroflot,TLV,MEX,10h 45m ,1 stop ,"1,412 NIS ",06/03/2023
Aeroflot,TLV,MEX,11h 30m ,1 stop ,"1,412 NIS ",06/03/2023
Aeroflot,TLV,MEX,13h 40m ,1 stop ,"1,412 NIS ",06/03/2023
Aeroflot,TLV,MEX,14h 20m ,1 stop ,"1,412 NIS ",06/03/2023
Multiple Airlines,TLV,MEX,22h 00m ,2 stops ,399 NIS ,06/03/2023
"Aeroflot, Lufthansa",TLV,MEX,10h 40m ,2 stops ,"4,858 NIS ",06/03/2023
"Aeroflot, Lufthansa",TLV,MEX,11h 45m ,2 stops ,"4,858 NIS ",06/03/2023
Qatar Airways,TLV,MEX,14h 25m ,1 stop ,"5,651 NIS ",06/03/2023
"Aeroflot, Kenya Airways",TLV,MEX,12h 50m ,2 stops ,"6,650 NIS ",06/03/2023
"Aeroflot, KLM",TLV,MEX,7h 55m ,1 stop ,"12,499 NIS ",06/03/2023
"Aeroflot, KLM",TLV,MEX,8h 00m ,1 stop ,"12,499 NIS ",06/03/2023
"Aeroflot, KLM",TLV,MEX,9h 15m ,1 stop ,"12,499 NIS ",06/03/2023
"Aeroflot, KLM",TLV,MEX,5h 50m ,1 stop ,"12,541 NIS ",06/03/2023
"Aeroflot, KLM",TLV,MEX,7h 25m ,1 stop ,"12,541 NIS ",06/03/2023
"Aeroflot, KLM",TLV,MEX,8h 15m ,1 stop ,"12,541 NIS ",06/03/2023
Air Serbia,TLV,MEX,15h 20m ,1 stop ,504 NIS ,07/03/2023
Air France,TLV,MEX,4h 10m ,nonstop ,618 NIS ,07/03/2023
Air Serbia,TLV,MEX,15h 20m ,1 stop ,430 NIS ,07/03/2023
Air France,TLV,MEX,4h 20m ,nonstop ,646 NIS ,07/03/2023
Aeroflot,TLV,MEX,4h 10m ,nonstop ,"1,055 NIS ",07/03/2023
Aeroflot,TLV,MEX,4h 10m ,nonstop ,"1,110 NIS ",07/03/2023
Finnair,TLV,MEX,6h 35m ,1 stop ,437 NIS ,07/03/2023
Finnair,TLV,MEX,10h 50m ,1 stop ,437 NIS ,07/03/2023
Finnair,TLV,MEX,14h 45m ,1 stop ,437 NIS ,07/03/2023
airBaltic,TLV,MEX,8h 55m ,1 stop ,483 NIS ,07/03/2023
LOT,TLV,MEX,6h 35m ,1 stop ,574 NIS ,07/03/2023
LOT,TLV,MEX,10h 45m ,1 stop ,574 NIS ,07/03/2023
KLM,TLV,MEX,5h 50m ,1 stop ,641 NIS ,07/03/2023
LOT,TLV,MEX,14h 40m ,1 stop ,574 NIS ,07/03/2023
