Airline,Source,Destination,Duration,Total stops,Price,Date
"AnadoluJet, Turkish Airlines",NYC,PAR,13h 30m ,1 stop ,"1,888 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,17h 45m ,2 stops ,"1,893 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,20h 40m ,2 stops ,"1,967 NIS ",03/03/2023
"AnadoluJet, Turkish Airlines",NYC,PAR,14h 55m ,2 stops ,"1,978 NIS ",03/03/2023
"AnadoluJet, Turkish Airlines",NYC,PAR,14h 55m ,2 stops ,"1,978 NIS ",03/03/2023
SAUDIA,NYC,PAR,15h 35m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",03/03/2023
"Air France, flynas",NYC,PAR,15h 50m ,1 stop ,"3,408 NIS ",03/03/2023
"British Airways, SAUDIA",NYC,PAR,10h 00m ,1 stop ,"3,470 NIS ",03/03/2023
AnadoluJet,NYC,PAR,10h 40m ,1 stop ,"4,125 NIS ",03/03/2023
"Ryanair, Egypt Air",NYC,PAR,17h 00m ,2 stops ,"1,098 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,15h 45m ,3 stops ,"1,255 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,14h 05m ,3 stops ,"1,647 NIS ",03/03/2023
"AnadoluJet, Turkish Airlines",NYC,PAR,14h 55m ,2 stops ,"1,978 NIS ",03/03/2023
"Tunisair, Gulf Air",NYC,PAR,14h 50m ,3 stops ,"2,085 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,13h 00m ,2 stops ,"3,888 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,14h 00m ,2 stops ,"3,888 NIS ",03/03/2023
AnadoluJet,NYC,PAR,12h 05m ,2 stops ,"4,136 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 20m ,2 stops ,"4,774 NIS ",03/03/2023
"Turkish Airlines, AnadoluJet",NYC,PAR,13h 50m ,1 stop ,"5,507 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,13h 55m ,2 stops ,"6,709 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,12h 20m ,2 stops ,"21,642 NIS ",03/03/2023
"Austrian Airlines, Egypt Air",NYC,PAR,15h 40m ,2 stops ,"6,247 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 35m ,2 stops ,"6,348 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 30m ,2 stops ,"6,353 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 25m ,2 stops ,"6,642 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 55m ,2 stops ,"6,642 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,17h 55m ,2 stops ,"6,642 NIS ",03/03/2023
"SWISS, Egypt Air",NYC,PAR,15h 40m ,2 stops ,"6,903 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 25m ,2 stops ,"7,084 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 55m ,2 stops ,"7,084 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,17h 55m ,2 stops ,"7,084 NIS ",03/03/2023
"Egypt Air, Etihad Airways",NYC,PAR,18h 15m ,2 stops ,"12,625 NIS ",03/03/2023
Royal Jordanian,NYC,PAR,8h 35m ,1 stop ,"1,499 NIS ",03/03/2023
SAUDIA,NYC,PAR,5h 50m ,nonstop ,"2,098 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,28h 50m ,3 stops ,"1,042 NIS ",03/03/2023
Royal Jordanian,NYC,PAR,8h 35m ,1 stop ,"1,451 NIS ",03/03/2023
Royal Jordanian,NYC,PAR,17h 45m ,1 stop ,"1,451 NIS ",03/03/2023
Lufthansa,NYC,PAR,9h 10m ,1 stop ,"1,544 NIS ",03/03/2023
Lufthansa,NYC,PAR,10h 10m ,1 stop ,"1,544 NIS ",03/03/2023
Egypt Air,NYC,PAR,10h 50m ,1 stop ,"1,599 NIS ",03/03/2023
Turkish Airlines,NYC,PAR,9h 05m ,1 stop ,"1,811 NIS ",03/03/2023
"Ryanair, SAUDIA",NYC,PAR,10h 05m ,1 stop ,"1,680 NIS ",03/03/2023
"Kuwait Airways, SAUDIA",NYC,PAR,9h 40m ,1 stop ,"1,777 NIS ",03/03/2023
Turkish Airlines,NYC,PAR,14h 05m ,1 stop ,"1,811 NIS ",03/03/2023
Turkish Airlines,NYC,PAR,16h 40m ,1 stop ,"1,811 NIS ",03/03/2023
British Airways,NYC,PAR,9h 00m ,1 stop ,"2,018 NIS ",03/03/2023
British Airways,NYC,PAR,10h 20m ,1 stop ,"2,018 NIS ",03/03/2023
British Airways,NYC,PAR,13h 35m ,1 stop ,"2,018 NIS ",03/03/2023
Etihad Airways,NYC,PAR,11h 00m ,1 stop ,"2,047 NIS ",03/03/2023
"Egypt Air, flynas",NYC,PAR,9h 30m ,1 stop ,"2,071 NIS ",03/03/2023
Qatar Airways,NYC,PAR,9h 35m ,1 stop ,"2,299 NIS ",03/03/2023
Emirates,NYC,PAR,10h 00m ,1 stop ,"2,300 NIS ",03/03/2023
"Egypt Air, SAUDIA",NYC,PAR,12h 20m ,1 stop ,"2,338 NIS ",03/03/2023
SAUDIA,NYC,PAR,10h 00m ,1 stop ,"2,344 NIS ",03/03/2023
KLM,NYC,PAR,9h 35m ,1 stop ,"2,408 NIS ",03/03/2023
Qatar Airways,NYC,PAR,14h 20m ,1 stop ,"2,299 NIS ",03/03/2023
Qatar Airways,NYC,PAR,16h 15m ,1 stop ,"2,299 NIS ",03/03/2023
Emirates,NYC,PAR,14h 25m ,1 stop ,"2,300 NIS ",03/03/2023
Emirates,NYC,PAR,15h 35m ,1 stop ,"2,300 NIS ",03/03/2023
Emirates,NYC,PAR,16h 25m ,1 stop ,"2,300 NIS ",03/03/2023
Emirates,NYC,PAR,19h 15m ,1 stop ,"2,300 NIS ",03/03/2023
SAUDIA,NYC,PAR,12h 50m ,1 stop ,"2,344 NIS ",03/03/2023
SAUDIA,NYC,PAR,13h 55m ,1 stop ,"2,344 NIS ",03/03/2023
SAUDIA,NYC,PAR,14h 50m ,1 stop ,"2,344 NIS ",03/03/2023
SAUDIA,NYC,PAR,15h 55m ,1 stop ,"2,344 NIS ",03/03/2023
SAUDIA,NYC,PAR,16h 55m ,1 stop ,"2,344 NIS ",03/03/2023
SAUDIA,NYC,PAR,17h 55m ,1 stop ,"2,344 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 55m ,1 stop ,"2,344 NIS ",03/03/2023
KLM,NYC,PAR,11h 00m ,1 stop ,"2,408 NIS ",03/03/2023
KLM,NYC,PAR,11h 50m ,1 stop ,"2,408 NIS ",03/03/2023
KLM,NYC,PAR,12h 15m ,1 stop ,"2,408 NIS ",03/03/2023
KLM,NYC,PAR,13h 15m ,1 stop ,"2,408 NIS ",03/03/2023
KLM,NYC,PAR,14h 10m ,1 stop ,"2,408 NIS ",03/03/2023
"Air France, flynas",NYC,PAR,10h 00m ,1 stop ,"2,545 NIS ",03/03/2023
"Air France, Egypt Air",NYC,PAR,10h 00m ,1 stop ,"2,674 NIS ",03/03/2023
"easyJet, Egypt Air",NYC,PAR,17h 05m ,2 stops ,"1,347 NIS ",03/03/2023
"easyJet, SAUDIA",NYC,PAR,15h 25m ,2 stops ,"1,374 NIS ",03/03/2023
"easyJet, Egypt Air",NYC,PAR,17h 05m ,2 stops ,"1,447 NIS ",03/03/2023
"Vueling, Egypt Air",NYC,PAR,19h 10m ,2 stops ,"1,447 NIS ",03/03/2023
"easyJet, Egypt Air",NYC,PAR,18h 25m ,2 stops ,"1,586 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,15h 45m ,2 stops ,"1,648 NIS ",03/03/2023
"Nouvelair, Qatar Airways",NYC,PAR,13h 10m ,2 stops ,"1,689 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,15h 05m ,2 stops ,"1,718 NIS ",03/03/2023
"Ryanair, Egypt Air",NYC,PAR,16h 25m ,2 stops ,"1,725 NIS ",03/03/2023
Lufthansa,NYC,PAR,11h 45m ,2 stops ,"1,808 NIS ",03/03/2023
Lufthansa,NYC,PAR,11h 45m ,2 stops ,"1,808 NIS ",03/03/2023
Lufthansa,NYC,PAR,11h 45m ,2 stops ,"1,808 NIS ",03/03/2023
"TAROM, Turkish Airlines",NYC,PAR,11h 25m ,2 stops ,"1,884 NIS ",03/03/2023
"AnadoluJet, Turkish Airlines",NYC,PAR,13h 30m ,1 stop ,"1,888 NIS ",03/03/2023
"Turkish Airlines, Egypt Air",NYC,PAR,14h 35m ,2 stops ,"1,931 NIS ",03/03/2023
"Pegasus Airlines, Turkish Airlines",NYC,PAR,16h 10m ,1 stop ,"1,959 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,17h 45m ,2 stops ,"2,109 NIS ",03/03/2023
"Turkish Airlines, Gulf Air",NYC,PAR,12h 30m ,2 stops ,"2,147 NIS ",03/03/2023
SAUDIA,NYC,PAR,15h 35m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",03/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,14h 15m ,2 stops ,"2,477 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 25m ,2 stops ,"2,510 NIS ",03/03/2023
"Lufthansa, SAUDIA",NYC,PAR,13h 55m ,2 stops ,"2,869 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,12h 55m ,2 stops ,"3,005 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,14h 00m ,2 stops ,"3,005 NIS ",03/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,13h 40m ,2 stops ,"3,009 NIS ",03/03/2023
"SAUDIA, flyadeal",NYC,PAR,10h 10m ,1 stop ,"3,024 NIS ",03/03/2023
AnadoluJet,NYC,PAR,10h 40m ,1 stop ,"4,125 NIS ",03/03/2023
"Ryanair, Egypt Air",NYC,PAR,17h 00m ,2 stops ,"1,239 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,31h 50m ,3 stops ,"1,409 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,17h 50m ,3 stops ,"1,486 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,18h 20m ,3 stops ,"1,600 NIS ",03/03/2023
Multiple Airlines,NYC,PAR,19h 40m ,3 stops ,"1,642 NIS ",03/03/2023
Emirates,NYC,PAR,28h 51m ,2 stops ,"2,578 NIS ",03/03/2023
"SWISS, Emirates",NYC,PAR,14h 30m ,2 stops ,"3,364 NIS ",03/03/2023
"Turkish Airlines, AnadoluJet",NYC,PAR,13h 50m ,1 stop ,"5,507 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 35m ,2 stops ,"6,348 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 20m ,2 stops ,"6,353 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 30m ,2 stops ,"6,353 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 25m ,2 stops ,"6,642 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 55m ,2 stops ,"6,642 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,17h 55m ,2 stops ,"6,642 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,16h 55m ,2 stops ,"7,084 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,17h 55m ,2 stops ,"7,084 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,17h 55m ,2 stops ,"7,091 NIS ",03/03/2023
"Lufthansa, Egypt Air",NYC,PAR,11h 25m ,2 stops ,"7,331 NIS ",03/03/2023
"Egypt Air, Etihad Airways",NYC,PAR,18h 15m ,2 stops ,"12,625 NIS ",03/03/2023
Royal Jordanian,NYC,PAR,8h 35m ,1 stop ,"1,518 NIS ",03/03/2023
SAUDIA,NYC,PAR,5h 50m ,nonstop ,"1,887 NIS ",03/03/2023
"Ryanair, Egypt Air",NYC,PAR,27h 25m ,3 stops ,"1,184 NIS ",03/03/2023
Royal Jordanian,NYC,PAR,8h 35m ,1 stop ,"1,451 NIS ",03/03/2023
Lufthansa,NYC,PAR,9h 10m ,1 stop ,"1,544 NIS ",03/03/2023
Lufthansa,NYC,PAR,10h 10m ,1 stop ,"1,544 NIS ",03/03/2023
Egypt Air,NYC,PAR,10h 50m ,1 stop ,"1,599 NIS ",03/03/2023
Turkish Airlines,NYC,PAR,9h 05m ,1 stop ,"1,811 NIS ",03/03/2023
Turkish Airlines,NYC,PAR,11h 55m ,1 stop ,"1,811 NIS ",03/03/2023
"Transavia France, flynas",NYC,PAR,19h 05m ,1 stop ,"1,313 NIS ",03/03/2023
"Transavia, flynas",NYC,PAR,19h 05m ,1 stop ,"1,322 NIS ",03/03/2023
"Transavia France, SAUDIA",NYC,PAR,11h 10m ,1 stop ,"1,565 NIS ",03/03/2023
"MEA, flynas",NYC,PAR,11h 40m ,1 stop ,"1,659 NIS ",04/03/2023
Turkish Airlines,NYC,PAR,16h 40m ,1 stop ,"1,811 NIS ",04/03/2023
"Transavia France, MEA",NYC,PAR,10h 10m ,1 stop ,"1,831 NIS ",04/03/2023
"Transavia, SAUDIA",NYC,PAR,11h 10m ,1 stop ,"1,846 NIS ",04/03/2023
"Iberia Express, SAUDIA",NYC,PAR,13h 00m ,1 stop ,"1,854 NIS ",04/03/2023
"Transavia France, SAUDIA",NYC,PAR,14h 40m ,1 stop ,"1,900 NIS ",04/03/2023
British Airways,NYC,PAR,9h 00m ,1 stop ,"2,018 NIS ",04/03/2023
British Airways,NYC,PAR,10h 20m ,1 stop ,"2,018 NIS ",04/03/2023
British Airways,NYC,PAR,13h 50m ,1 stop ,"2,018 NIS ",04/03/2023
Etihad Airways,NYC,PAR,11h 00m ,1 stop ,"2,079 NIS ",04/03/2023
"Transavia, MEA",NYC,PAR,10h 10m ,1 stop ,"2,084 NIS ",04/03/2023
Emirates,NYC,PAR,10h 00m ,1 stop ,"2,300 NIS ",04/03/2023
Emirates,NYC,PAR,14h 25m ,1 stop ,"2,300 NIS ",04/03/2023
Emirates,NYC,PAR,15h 35m ,1 stop ,"2,300 NIS ",04/03/2023
Qatar Airways,NYC,PAR,9h 35m ,1 stop ,"2,333 NIS ",04/03/2023
Qatar Airways,NYC,PAR,14h 20m ,1 stop ,"2,333 NIS ",04/03/2023
SAUDIA,NYC,PAR,10h 00m ,1 stop ,"2,344 NIS ",04/03/2023
SAUDIA,NYC,PAR,12h 55m ,1 stop ,"2,344 NIS ",04/03/2023
SAUDIA,NYC,PAR,13h 55m ,1 stop ,"2,344 NIS ",04/03/2023
SAUDIA,NYC,PAR,14h 55m ,1 stop ,"2,344 NIS ",04/03/2023
KLM,NYC,PAR,9h 35m ,1 stop ,"2,408 NIS ",04/03/2023
KLM,NYC,PAR,11h 00m ,1 stop ,"2,408 NIS ",04/03/2023
KLM,NYC,PAR,11h 50m ,1 stop ,"2,408 NIS ",04/03/2023
KLM,NYC,PAR,12h 15m ,1 stop ,"2,408 NIS ",04/03/2023
KLM,NYC,PAR,13h 15m ,1 stop ,"2,408 NIS ",04/03/2023
"Air Europa, SAUDIA",NYC,PAR,10h 55m ,1 stop ,"2,511 NIS ",04/03/2023
"MEA, flynas",NYC,PAR,16h 20m ,1 stop ,"1,922 NIS ",04/03/2023
Emirates,NYC,PAR,16h 25m ,1 stop ,"2,300 NIS ",04/03/2023
Gulf Air,NYC,PAR,17h 25m ,1 stop ,"2,300 NIS ",04/03/2023
Emirates,NYC,PAR,19h 15m ,1 stop ,"2,300 NIS ",04/03/2023
Qatar Airways,NYC,PAR,16h 15m ,1 stop ,"2,333 NIS ",04/03/2023
SAUDIA,NYC,PAR,15h 55m ,1 stop ,"2,344 NIS ",04/03/2023
SAUDIA,NYC,PAR,16h 55m ,1 stop ,"2,344 NIS ",04/03/2023
SAUDIA,NYC,PAR,17h 50m ,1 stop ,"2,344 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 55m ,1 stop ,"2,344 NIS ",04/03/2023
KLM,NYC,PAR,14h 10m ,1 stop ,"2,408 NIS ",04/03/2023
MEA,NYC,PAR,16h 25m ,1 stop ,"2,637 NIS ",04/03/2023
Royal Air Maroc,NYC,PAR,11h 25m ,1 stop ,"3,154 NIS ",04/03/2023
Royal Air Maroc,NYC,PAR,15h 50m ,1 stop ,"3,154 NIS ",04/03/2023
Royal Air Maroc,NYC,PAR,10h 15m ,1 stop ,"3,165 NIS ",04/03/2023
"easyJet, Egypt Air",NYC,PAR,14h 40m ,2 stops ,"1,328 NIS ",04/03/2023
Multiple Airlines,NYC,PAR,15h 00m ,2 stops ,"1,330 NIS ",04/03/2023
"easyJet, Egypt Air",NYC,PAR,17h 05m ,2 stops ,"1,347 NIS ",04/03/2023
Multiple Airlines,NYC,PAR,13h 15m ,2 stops ,"1,433 NIS ",04/03/2023
"Vueling, Egypt Air",NYC,PAR,19h 10m ,2 stops ,"1,447 NIS ",04/03/2023
"Ukraine International Airlines, SAUDIA",NYC,PAR,13h 50m ,2 stops ,"1,457 NIS ",04/03/2023
"Transavia France, Royal Jordanian",NYC,PAR,11h 05m ,2 stops ,"1,671 NIS ",04/03/2023
"Nouvelair, Qatar Airways",NYC,PAR,13h 10m ,2 stops ,"1,794 NIS ",04/03/2023
Lufthansa,NYC,PAR,11h 45m ,2 stops ,"1,808 NIS ",04/03/2023
Lufthansa,NYC,PAR,11h 45m ,2 stops ,"1,808 NIS ",04/03/2023
Lufthansa,NYC,PAR,11h 45m ,2 stops ,"1,808 NIS ",04/03/2023
"Turkish Airlines, Royal Jordanian",NYC,PAR,13h 05m ,2 stops ,"1,849 NIS ",04/03/2023
"Turkish Airlines, Egypt Air",NYC,PAR,14h 35m ,2 stops ,"1,885 NIS ",04/03/2023
"AnadoluJet, Turkish Airlines",NYC,PAR,13h 30m ,1 stop ,"1,888 NIS ",04/03/2023
"Air Europa, Egypt Air",NYC,PAR,15h 35m ,2 stops ,"1,914 NIS ",04/03/2023
"Lufthansa, Turkish Airlines",NYC,PAR,13h 20m ,2 stops ,"2,027 NIS ",04/03/2023
"Lufthansa, Turkish Airlines",NYC,PAR,16h 30m ,2 stops ,"2,027 NIS ",04/03/2023
"Lufthansa, Turkish Airlines",NYC,PAR,16h 30m ,2 stops ,"2,027 NIS ",04/03/2023
Gulf Air,NYC,PAR,17h 25m ,2 stops ,"2,148 NIS ",04/03/2023
"Lufthansa, Egypt Air",NYC,PAR,14h 25m ,2 stops ,"2,153 NIS ",04/03/2023
SAUDIA,NYC,PAR,15h 35m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,16h 10m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 10m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",04/03/2023
SAUDIA,NYC,PAR,18h 20m ,2 stops ,"2,365 NIS ",04/03/2023
"Austrian Airlines, SAUDIA",NYC,PAR,18h 30m ,2 stops ,"2,461 NIS ",04/03/2023
SWISS,NYC,PAR,10h 30m ,2 stops ,"2,627 NIS ",04/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,13h 00m ,2 stops ,"2,671 NIS ",04/03/2023
"Turkish Airlines, SAUDIA",NYC,PAR,13h 40m ,2 stops ,"2,675 NIS ",04/03/2023
Royal Air Maroc,NYC,PAR,19h 40m ,1 stop ,"3,154 NIS ",04/03/2023
"Air France, SAUDIA",NYC,PAR,11h 30m ,1 stop ,"3,604 NIS ",04/03/2023
AnadoluJet,NYC,PAR,10h 40m ,1 stop ,"4,125 NIS ",04/03/2023
"Ryanair, Egypt Air",NYC,PAR,17h 00m ,2 stops ,"1,239 NIS ",04/03/2023
Multiple Airlines,NYC,PAR,19h 20m ,3 stops ,"1,573 NIS ",04/03/2023
"Lufthansa, Royal Jordanian",NYC,PAR,16h 25m ,3 stops ,"1,913 NIS ",04/03/2023
Multiple Airlines,NYC,PAR,16h 05m ,3 stops ,"1,964 NIS ",04/03/2023
Multiple Airlines,NYC,PAR,16h 55m ,3 stops ,"1,975 NIS ",04/03/2023
