Airline,Source,Destination,Duration,Total stops,Price,Date
Bulgaria Air,YYZ,BKK,6h 55m ,1 stop ,994 NIS ,02/03/2023
"Wizz Air, LOT",YYZ,BKK,14h 40m ,1 stop ,874 NIS ,02/03/2023
"Transavia France, Aeroflot",YYZ,BKK,9h 50m ,1 stop ,"1,035 NIS ",02/03/2023
"Turkish Airlines, Nordwind Airlines",YYZ,BKK,8h 50m ,1 stop ,"1,037 NIS ",02/03/2023
"Vueling, Aeroflot",YYZ,BKK,8h 35m ,1 stop ,"1,086 NIS ",02/03/2023
"easyJet, Aeroflot",YYZ,BKK,6h 10m ,1 stop ,"1,103 NIS ",02/03/2023
"easyJet, Aeroflot",YYZ,BKK,8h 25m ,1 stop ,"1,103 NIS ",02/03/2023
"Vueling, Aeroflot",YYZ,BKK,9h 05m ,1 stop ,"1,108 NIS ",02/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 00m ,1 stop ,"1,129 NIS ",02/03/2023
"Vueling, Aeroflot",YYZ,BKK,8h 05m ,1 stop ,"1,134 NIS ",02/03/2023
"Vueling, Aeroflot",YYZ,BKK,10h 25m ,1 stop ,"1,200 NIS ",02/03/2023
KLM,YYZ,BKK,5h 15m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,5h 30m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,5h 40m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,5h 55m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,6h 55m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,7h 00m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,7h 50m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,9h 25m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,12h 10m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,13h 35m ,1 stop ,"1,201 NIS ",02/03/2023
KLM,YYZ,BKK,14h 25m ,1 stop ,"1,201 NIS ",02/03/2023
"Vueling, airBaltic",YYZ,BKK,12h 15m ,2 stops ,672 NIS ,02/03/2023
"Vueling, airBaltic",YYZ,BKK,12h 00m ,2 stops ,685 NIS ,02/03/2023
"Finnair, Pobeda",YYZ,BKK,8h 30m ,2 stops ,717 NIS ,02/03/2023
"Finnair, Aeroflot",YYZ,BKK,8h 20m ,2 stops ,747 NIS ,02/03/2023
"Ryanair, KLM",YYZ,BKK,14h 20m ,2 stops ,790 NIS ,02/03/2023
"Vueling, LOT",YYZ,BKK,11h 30m ,2 stops ,821 NIS ,02/03/2023
"easyJet, KLM",YYZ,BKK,11h 05m ,2 stops ,842 NIS ,02/03/2023
"Pegasus Airlines, Aeroflot",YYZ,BKK,12h 00m ,2 stops ,877 NIS ,02/03/2023
airBaltic,YYZ,BKK,13h 15m ,2 stops ,"1,109 NIS ",02/03/2023
Multiple Airlines,YYZ,BKK,15h 15m ,2 stops ,413 NIS ,02/03/2023
"Vueling, KLM",YYZ,BKK,10h 40m ,2 stops ,843 NIS ,02/03/2023
"Lufthansa, airBaltic",YYZ,BKK,9h 55m ,3 stops ,982 NIS ,02/03/2023
Qatar Airways,YYZ,BKK,12h 50m ,1 stop ,"5,979 NIS ",02/03/2023
Air Serbia,YYZ,BKK,6h 35m ,1 stop ,708 NIS ,03/03/2023
Aeroflot,YYZ,BKK,4h 10m ,nonstop ,"1,184 NIS ",03/03/2023
Air France,YYZ,BKK,3h 55m ,nonstop ,"1,753 NIS ",03/03/2023
Finnair,YYZ,BKK,7h 20m ,1 stop ,589 NIS ,03/03/2023
Air Serbia,YYZ,BKK,6h 35m ,1 stop ,630 NIS ,03/03/2023
Finnair,YYZ,BKK,10h 35m ,1 stop ,589 NIS ,03/03/2023
"airBaltic, Aeroflot",YYZ,BKK,7h 25m ,1 stop ,805 NIS ,03/03/2023
LOT,YYZ,BKK,7h 30m ,1 stop ,809 NIS ,03/03/2023
LOT,YYZ,BKK,11h 10m ,1 stop ,809 NIS ,03/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 15m ,1 stop ,888 NIS ,03/03/2023
"Air France, Aeroflot",YYZ,BKK,5h 40m ,1 stop ,"1,145 NIS ",03/03/2023
KLM,YYZ,BKK,5h 15m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,5h 30m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,5h 40m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,5h 55m ,1 stop ,"1,201 NIS ",03/03/2023
Finnair,YYZ,BKK,5h 35m ,1 stop ,"1,208 NIS ",03/03/2023
Finnair,YYZ,BKK,15h 45m ,1 stop ,589 NIS ,03/03/2023
Air Serbia,YYZ,BKK,14h 10m ,1 stop ,630 NIS ,03/03/2023
"HiSky, Aeroflot",YYZ,BKK,11h 50m ,1 stop ,754 NIS ,03/03/2023
LOT,YYZ,BKK,15h 45m ,1 stop ,809 NIS ,03/03/2023
"Austrian Airlines, Aeroflot",YYZ,BKK,8h 40m ,1 stop ,"1,002 NIS ",03/03/2023
"Vueling, Aeroflot",YYZ,BKK,9h 05m ,1 stop ,"1,041 NIS ",03/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 00m ,1 stop ,"1,077 NIS ",03/03/2023
"easyJet, Aeroflot",YYZ,BKK,8h 00m ,1 stop ,"1,080 NIS ",03/03/2023
"Vueling, Aeroflot",YYZ,BKK,8h 35m ,1 stop ,"1,088 NIS ",03/03/2023
"Vueling, Aeroflot",YYZ,BKK,9h 10m ,1 stop ,"1,112 NIS ",03/03/2023
"easyJet, Aeroflot",YYZ,BKK,6h 15m ,1 stop ,"1,124 NIS ",03/03/2023
"Air France, Aeroflot",YYZ,BKK,7h 35m ,1 stop ,"1,160 NIS ",03/03/2023
"Air France, Aeroflot",YYZ,BKK,8h 35m ,1 stop ,"1,160 NIS ",03/03/2023
"Air France, Aeroflot",YYZ,BKK,9h 10m ,1 stop ,"1,160 NIS ",03/03/2023
KLM,YYZ,BKK,6h 55m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,7h 00m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,7h 50m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,9h 25m ,1 stop ,"1,201 NIS ",03/03/2023
LOT,YYZ,BKK,8h 20m ,1 stop ,"1,477 NIS ",03/03/2023
"Finnair, Pobeda",YYZ,BKK,8h 30m ,2 stops ,717 NIS ,03/03/2023
"Finnair, Aeroflot",YYZ,BKK,8h 20m ,2 stops ,747 NIS ,03/03/2023
"Ryanair, KLM",YYZ,BKK,11h 25m ,2 stops ,794 NIS ,03/03/2023
"easyJet, KLM",YYZ,BKK,12h 55m ,2 stops ,841 NIS ,03/03/2023
"easyJet, KLM",YYZ,BKK,11h 05m ,2 stops ,862 NIS ,03/03/2023
"Pegasus Airlines, Aeroflot",YYZ,BKK,12h 00m ,2 stops ,877 NIS ,03/03/2023
"Wizz Air, LOT",YYZ,BKK,9h 20m ,2 stops ,901 NIS ,03/03/2023
"Air France, KLM",YYZ,BKK,9h 25m ,2 stops ,921 NIS ,03/03/2023
"LOT, Nordwind Airlines",YYZ,BKK,10h 55m ,2 stops ,966 NIS ,03/03/2023
"Vueling, LOT",YYZ,BKK,11h 15m ,2 stops ,971 NIS ,03/03/2023
"Air France, KLM",YYZ,BKK,10h 45m ,2 stops ,982 NIS ,03/03/2023
"Air France, KLM",YYZ,BKK,10h 40m ,2 stops ,"1,002 NIS ",03/03/2023
"Air France, KLM",YYZ,BKK,10h 40m ,2 stops ,"1,002 NIS ",03/03/2023
"LOT, Aeroflot",YYZ,BKK,9h 50m ,2 stops ,"1,018 NIS ",03/03/2023
"Air France, LOT",YYZ,BKK,10h 40m ,2 stops ,"1,058 NIS ",03/03/2023
"Air France, KLM",YYZ,BKK,10h 25m ,2 stops ,"1,074 NIS ",03/03/2023
KLM,YYZ,BKK,12h 10m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,13h 35m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,14h 25m ,1 stop ,"1,201 NIS ",03/03/2023
KLM,YYZ,BKK,14h 50m ,1 stop ,"1,201 NIS ",03/03/2023
Aeroflot,YYZ,BKK,10h 05m ,1 stop ,"1,623 NIS ",03/03/2023
Aeroflot,YYZ,BKK,11h 10m ,1 stop ,"1,623 NIS ",03/03/2023
Aeroflot,YYZ,BKK,12h 10m ,1 stop ,"1,623 NIS ",03/03/2023
Aeroflot,YYZ,BKK,12h 50m ,1 stop ,"1,623 NIS ",03/03/2023
Aeroflot,YYZ,BKK,14h 10m ,1 stop ,"1,623 NIS ",03/03/2023
Aeroflot,YYZ,BKK,15h 30m ,1 stop ,"1,623 NIS ",03/03/2023
Multiple Airlines,YYZ,BKK,15h 25m ,3 stops ,"5,902 NIS ",03/03/2023
Qatar Airways,YYZ,BKK,14h 45m ,1 stop ,"5,953 NIS ",03/03/2023
Multiple Airlines,YYZ,BKK,15h 45m ,2 stops ,"7,188 NIS ",03/03/2023
Air Serbia,YYZ,BKK,6h 00m ,1 stop ,708 NIS ,04/03/2023
Aeroflot,YYZ,BKK,3h 45m ,nonstop ,"1,132 NIS ",04/03/2023
Aeroflot,YYZ,BKK,3h 45m ,nonstop ,"1,184 NIS ",04/03/2023
Aeroflot,YYZ,BKK,3h 55m ,nonstop ,"1,184 NIS ",04/03/2023
Aeroflot,YYZ,BKK,4h 10m ,nonstop ,"1,184 NIS ",04/03/2023
Finnair,YYZ,BKK,7h 20m ,1 stop ,589 NIS ,04/03/2023
Air Serbia,YYZ,BKK,6h 00m ,1 stop ,630 NIS ,04/03/2023
Finnair,YYZ,BKK,10h 35m ,1 stop ,589 NIS ,04/03/2023
Air Serbia,YYZ,BKK,14h 10m ,1 stop ,630 NIS ,04/03/2023
LOT,YYZ,BKK,7h 30m ,1 stop ,809 NIS ,04/03/2023
LOT,YYZ,BKK,11h 10m ,1 stop ,809 NIS ,04/03/2023
"easyJet, Aeroflot",YYZ,BKK,8h 55m ,1 stop ,874 NIS ,04/03/2023
"Ryanair, Aeroflot",YYZ,BKK,9h 05m ,1 stop ,926 NIS ,04/03/2023
"Aeroflot, Nordwind Airlines",YYZ,BKK,7h 35m ,1 stop ,989 NIS ,04/03/2023
Bulgaria Air,YYZ,BKK,7h 35m ,1 stop ,994 NIS ,04/03/2023
Aeroflot,YYZ,BKK,5h 55m ,1 stop ,"1,009 NIS ",04/03/2023
Aeroflot,YYZ,BKK,6h 50m ,1 stop ,"1,041 NIS ",04/03/2023
Aeroflot,YYZ,BKK,7h 55m ,1 stop ,"1,041 NIS ",04/03/2023
"Air France, Aeroflot",YYZ,BKK,6h 30m ,1 stop ,"1,082 NIS ",04/03/2023
"Wizz Air, LOT",YYZ,BKK,14h 40m ,1 stop ,838 NIS ,04/03/2023
"Wizz Air, Aeroflot",YYZ,BKK,13h 00m ,1 stop ,845 NIS ,04/03/2023
"Transavia France, Aeroflot",YYZ,BKK,9h 50m ,1 stop ,931 NIS ,04/03/2023
"Vueling, Aeroflot",YYZ,BKK,8h 35m ,1 stop ,"1,019 NIS ",04/03/2023
"Vueling, Aeroflot",YYZ,BKK,9h 05m ,1 stop ,"1,022 NIS ",04/03/2023
"easyJet, Aeroflot",YYZ,BKK,8h 00m ,1 stop ,"1,027 NIS ",04/03/2023
"Turkish Airlines, Nordwind Airlines",YYZ,BKK,8h 50m ,1 stop ,"1,041 NIS ",04/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 00m ,1 stop ,"1,059 NIS ",04/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 40m ,1 stop ,"1,059 NIS ",04/03/2023
"easyJet, Aeroflot",YYZ,BKK,8h 55m ,1 stop ,"1,059 NIS ",04/03/2023
"Air France, Aeroflot",YYZ,BKK,7h 35m ,1 stop ,"1,137 NIS ",04/03/2023
KLM,YYZ,BKK,5h 15m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,5h 30m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,5h 40m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,5h 55m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,6h 55m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,7h 00m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,7h 50m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,9h 25m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,12h 10m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,13h 35m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,14h 25m ,1 stop ,"1,201 NIS ",04/03/2023
KLM,YYZ,BKK,14h 50m ,1 stop ,"1,201 NIS ",04/03/2023
LOT,YYZ,BKK,8h 05m ,1 stop ,"1,251 NIS ",04/03/2023
LOT,YYZ,BKK,11h 45m ,1 stop ,"1,251 NIS ",04/03/2023
"easyJet, LOT",YYZ,BKK,11h 15m ,2 stops ,679 NIS ,04/03/2023
"Ryanair, KLM",YYZ,BKK,10h 15m ,2 stops ,680 NIS ,04/03/2023
"Blue Air, Air Serbia",YYZ,BKK,12h 55m ,2 stops ,730 NIS ,04/03/2023
"Finnair, Aeroflot",YYZ,BKK,8h 20m ,2 stops ,747 NIS ,04/03/2023
"Wizz Air, LOT",YYZ,BKK,9h 20m ,2 stops ,757 NIS ,04/03/2023
"Finnair, Pobeda",YYZ,BKK,8h 30m ,2 stops ,784 NIS ,04/03/2023
"Ryanair, Air Serbia",YYZ,BKK,10h 45m ,2 stops ,803 NIS ,04/03/2023
"Wizz Air, Air Serbia",YYZ,BKK,13h 20m ,2 stops ,836 NIS ,04/03/2023
Multiple Airlines,YYZ,BKK,8h 50m ,2 stops ,837 NIS ,04/03/2023
"easyJet, KLM",YYZ,BKK,10h 30m ,2 stops ,843 NIS ,04/03/2023
"Ryanair, LOT",YYZ,BKK,13h 45m ,1 stop ,865 NIS ,04/03/2023
"Pegasus Airlines, Aeroflot",YYZ,BKK,12h 00m ,2 stops ,877 NIS ,04/03/2023
"Lufthansa, Nordwind Airlines",YYZ,BKK,9h 00m ,2 stops ,"1,001 NIS ",04/03/2023
Aeroflot,YYZ,BKK,8h 55m ,1 stop ,"1,573 NIS ",04/03/2023
Aeroflot,YYZ,BKK,9h 35m ,1 stop ,"1,573 NIS ",04/03/2023
Aeroflot,YYZ,BKK,10h 55m ,1 stop ,"1,573 NIS ",04/03/2023
Aeroflot,YYZ,BKK,12h 15m ,1 stop ,"1,573 NIS ",04/03/2023
Aeroflot,YYZ,BKK,13h 45m ,1 stop ,"1,573 NIS ",04/03/2023
Aeroflot,YYZ,BKK,15h 00m ,1 stop ,"1,573 NIS ",04/03/2023
Multiple Airlines,YYZ,BKK,13h 10m ,2 stops ,467 NIS ,04/03/2023
Multiple Airlines,YYZ,BKK,14h 30m ,2 stops ,467 NIS ,04/03/2023
Air Algerie,YYZ,BKK,12h 50m ,1 stop ,"2,792 NIS ",04/03/2023
Air Algerie,YYZ,BKK,9h 15m ,1 stop ,"2,804 NIS ",04/03/2023
Air Algerie,YYZ,BKK,11h 15m ,1 stop ,"2,804 NIS ",04/03/2023
Multiple Airlines,YYZ,BKK,7h 15m ,2 stops ,"4,298 NIS ",04/03/2023
"Lufthansa, Aeroflot",YYZ,BKK,14h 40m ,2 stops ,"4,423 NIS ",04/03/2023
Qatar Airways,YYZ,BKK,12h 50m ,1 stop ,"6,067 NIS ",04/03/2023
Multiple Airlines,YYZ,BKK,14h 40m ,2 stops ,"7,188 NIS ",04/03/2023
Aeroflot,YYZ,BKK,3h 50m ,nonstop ,"1,132 NIS ",05/03/2023
Air France,YYZ,BKK,3h 35m ,nonstop ,"1,398 NIS ",05/03/2023
Aeroflot,YYZ,BKK,3h 35m ,nonstop ,"1,590 NIS ",05/03/2023
Finnair,YYZ,BKK,7h 00m ,1 stop ,547 NIS ,05/03/2023
Finnair,YYZ,BKK,7h 20m ,1 stop ,589 NIS ,05/03/2023
Finnair,YYZ,BKK,11h 15m ,1 stop ,547 NIS ,05/03/2023
Finnair,YYZ,BKK,10h 35m ,1 stop ,632 NIS ,05/03/2023
"easyJet, Nordwind Airlines",YYZ,BKK,7h 55m ,1 stop ,658 NIS ,05/03/2023
"easyJet, Nordwind Airlines",YYZ,BKK,9h 45m ,1 stop ,658 NIS ,05/03/2023
Finnair,YYZ,BKK,16h 05m ,1 stop ,547 NIS ,05/03/2023
Air Serbia,YYZ,BKK,12h 30m ,1 stop ,630 NIS ,05/03/2023
"easyJet, Nordwind Airlines",YYZ,BKK,12h 30m ,1 stop ,648 NIS ,05/03/2023
LOT,YYZ,BKK,11h 10m ,1 stop ,809 NIS ,05/03/2023
airBaltic,YYZ,BKK,9h 40m ,1 stop ,862 NIS ,05/03/2023
"easyJet, Aeroflot",YYZ,BKK,10h 00m ,1 stop ,932 NIS ,05/03/2023
LOT,YYZ,BKK,7h 30m ,1 stop ,990 NIS ,05/03/2023
Bulgaria Air,YYZ,BKK,7h 35m ,1 stop ,994 NIS ,05/03/2023
"Vueling, Aeroflot",YYZ,BKK,8h 05m ,1 stop ,"1,062 NIS ",05/03/2023
"Air France, Nordwind Airlines",YYZ,BKK,6h 45m ,1 stop ,"1,080 NIS ",05/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 00m ,1 stop ,"1,133 NIS ",05/03/2023
"easyJet, Aeroflot",YYZ,BKK,7h 15m ,1 stop ,"1,191 NIS ",05/03/2023
"easyJet, Aeroflot",YYZ,BKK,8h 25m ,1 stop ,"1,191 NIS ",05/03/2023
KLM,YYZ,BKK,5h 15m ,1 stop ,"1,201 NIS ",05/03/2023
KLM,YYZ,BKK,5h 40m ,1 stop ,"1,201 NIS ",05/03/2023
KLM,YYZ,BKK,5h 55m ,1 stop ,"1,201 NIS ",05/03/2023
KLM,YYZ,BKK,6h 55m ,1 stop ,"1,201 NIS ",05/03/2023
KLM,YYZ,BKK,7h 50m ,1 stop ,"1,201 NIS ",05/03/2023
KLM,YYZ,BKK,9h 25m ,1 stop ,"1,201 NIS ",05/03/2023
LOT,YYZ,BKK,8h 05m ,1 stop ,"1,251 NIS ",05/03/2023
Multiple Airlines,YYZ,BKK,12h 45m ,2 stops ,793 NIS ,05/03/2023
"easyJet, Nordwind Airlines",YYZ,BKK,12h 15m ,2 stops ,807 NIS ,05/03/2023
Finnair,YYZ,BKK,14h 30m ,1 stop ,855 NIS ,05/03/2023
"Pegasus Airlines, Aeroflot",YYZ,BKK,12h 00m ,2 stops ,875 NIS ,05/03/2023
"easyJet, KLM",YYZ,BKK,11h 35m ,2 stops ,878 NIS ,05/03/2023
"Lufthansa, Nordwind Airlines",YYZ,BKK,9h 15m ,2 stops ,911 NIS ,05/03/2023
"Lufthansa, Nordwind Airlines",YYZ,BKK,8h 10m ,2 stops ,916 NIS ,05/03/2023
"Lufthansa, Nordwind Airlines",YYZ,BKK,10h 20m ,2 stops ,916 NIS ,05/03/2023
"Air France, KLM",YYZ,BKK,10h 40m ,2 stops ,944 NIS ,05/03/2023
"Lufthansa, Nordwind Airlines",YYZ,BKK,11h 45m ,2 stops ,945 NIS ,05/03/2023
"Air Moldova, Aeroflot",YYZ,BKK,12h 15m ,1 stop ,969 NIS ,05/03/2023
"Finnair, Aeroflot",YYZ,BKK,8h 20m ,2 stops ,991 NIS ,05/03/2023
"Lufthansa, Aeroflot",YYZ,BKK,8h 15m ,2 stops ,"1,051 NIS ",05/03/2023
"Lufthansa, Aeroflot",YYZ,BKK,9h 20m ,2 stops ,"1,051 NIS ",05/03/2023
"Wizz Air, LOT",YYZ,BKK,9h 20m ,2 stops ,"1,114 NIS ",05/03/2023
"Lufthansa, LOT",YYZ,BKK,9h 05m ,2 stops ,"1,151 NIS ",05/03/2023
KLM,YYZ,BKK,12h 10m ,1 stop ,"1,201 NIS ",05/03/2023
KLM,YYZ,BKK,13h 35m ,1 stop ,"1,201 NIS ",05/03/2023
LOT,YYZ,BKK,11h 45m ,1 stop ,"1,251 NIS ",05/03/2023
Aeroflot,YYZ,BKK,7h 35m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,8h 35m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,9h 10m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,10h 05m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,11h 10m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,12h 10m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,12h 50m ,1 stop ,"1,883 NIS ",05/03/2023
Aeroflot,YYZ,BKK,14h 10m ,1 stop ,"1,883 NIS ",05/03/2023
"Lufthansa, airBaltic",YYZ,BKK,9h 35m ,2 stops ,"1,701 NIS ",05/03/2023
Qatar Airways,YYZ,BKK,14h 45m ,1 stop ,"6,101 NIS ",05/03/2023
"SWISS, KLM",YYZ,BKK,7h 55m ,2 stops ,"6,295 NIS ",05/03/2023
airBaltic,YYZ,BKK,13h 25m ,1 stop ,708 NIS ,06/03/2023
Aeroflot,YYZ,BKK,3h 50m ,nonstop ,"1,155 NIS ",06/03/2023
Air France,YYZ,BKK,3h 45m ,nonstop ,"1,393 NIS ",06/03/2023
